iter	MAE
0	0.0526113374
1	0.05260192662
2	0.05259449865
3	0.05258677607
4	0.05257928936
5	0.05257091895
6	0.05256420323
7	0.05255564195
8	0.05254892829
9	0.05254067351
10	0.05253350938
11	0.05252568043
12	0.05251868566
13	0.05251211558
14	0.05250530199
15	0.05249778086
16	0.05249101774
17	0.0524839583
18	0.05247765023
19	0.0524712809
20	0.05246575885
21	0.052460738
22	0.05245465043
23	0.05244846309
24	0.05244331309
25	0.0524381512
26	0.0524315932
27	0.052425417
28	0.05241926719
29	0.05241430818
30	0.05240939692
31	0.05240446338
32	0.05239993637
33	0.05239516813
34	0.05239047773
35	0.05238586266
36	0.05238109719
37	0.05237710381
38	0.0523720385
39	0.0523677752
40	0.05236355706
41	0.05235920995
42	0.05235432627
43	0.05235067233
44	0.05234631227
45	0.05234222599
46	0.05233771559
47	0.05233349994
48	0.05232922461
49	0.05232545542
50	0.05232178067
51	0.05231737535
52	0.0523136421
53	0.05231013297
54	0.05230659874
55	0.05230222516
56	0.05229790687
57	0.05229418473
58	0.05229056288
59	0.0522864825
60	0.05228285337
61	0.05227994819
62	0.05227612651
63	0.05227322792
64	0.05227041502
65	0.05226769178
66	0.05226432556
67	0.05226107213
68	0.05225745381
69	0.05225459606
70	0.05225170594
71	0.0522488867
72	0.05224581136
73	0.0522427491
74	0.05223932519
75	0.0522362388
76	0.05223401107
77	0.05223123436
78	0.05222812631
79	0.05222487149
80	0.05222222413
81	0.05221938187
82	0.05221565392
83	0.05221294007
84	0.05221005769
85	0.05220796361
86	0.05220541385
87	0.05220288371
88	0.05220027982
89	0.05219762904
90	0.05219522364
91	0.05219268814
92	0.05218980605
93	0.05218735689
94	0.05218507087
95	0.05218205681
96	0.05217924825
97	0.05217658604
98	0.05217431276
99	0.05217173083
100	0.05216907926
101	0.05216623522
102	0.05216375022
103	0.05216105707
104	0.05215911042
105	0.05215692939
106	0.05215468671
107	0.05215194166
108	0.05214940708
109	0.05214695727
110	0.05214505066
111	0.05214296431
112	0.05213978583
113	0.05213770366
114	0.05213573314
115	0.05213335557
116	0.05213159351
117	0.05212945485
118	0.05212747958
119	0.05212550742
120	0.05212281188
121	0.05212117456
122	0.05211883354
123	0.052116751
124	0.05211503847
125	0.05211346712
126	0.05211199344
127	0.0521104777
128	0.05210848632
129	0.05210647252
130	0.05210431293
131	0.05210232643
132	0.0521007432
133	0.05209930917
134	0.0520974735
135	0.05209529014
136	0.05209304286
137	0.05209065675
138	0.05208894662
139	0.05208675915
140	0.05208488689
141	0.05208312861
142	0.05208123462
143	0.05207965354
144	0.05207781011
145	0.05207601987
146	0.05207402286
147	0.05207157668
148	0.05206992496
149	0.05206788177
150	0.05206645198
151	0.05206474827
152	0.05206333325
153	0.05206198965
154	0.0520603726
155	0.05205882158
156	0.05205744441
157	0.05205597793
158	0.05205429244
159	0.05205252559
160	0.05205059228
161	0.05204883503
162	0.0520472623
163	0.05204609662
164	0.05204458728
165	0.05204307703
166	0.05204138203
167	0.0520398512
168	0.05203834722
169	0.05203669148
170	0.05203531538
171	0.05203389127
172	0.05203255847
173	0.05203090806
174	0.05202944945
175	0.05202799957
176	0.05202688803
177	0.05202547332
178	0.05202421361
179	0.0520230023
180	0.05202153357
181	0.05202060555
182	0.05201927844
183	0.05201815868
184	0.0520167736
185	0.05201520441
186	0.05201379655
187	0.05201214909
188	0.05201017888
189	0.05200858389
190	0.0520075883
191	0.05200628472
192	0.05200505175
193	0.0520039496
194	0.05200294261
195	0.05200188192
196	0.05200084256
197	0.0519993261
198	0.05199748372
199	0.05199617805
200	0.05199520514
201	0.05199401646
202	0.05199247234
203	0.05199095274
204	0.05198941032
205	0.05198773469
206	0.0519863682
207	0.05198479289
208	0.05198380003
209	0.05198243217
210	0.05198075549
211	0.05197934642
212	0.05197765572
213	0.05197631329
214	0.0519748528
215	0.05197334804
216	0.05197217822
217	0.05197116406
218	0.05196949434
219	0.0519683387
220	0.05196714909
221	0.05196563122
222	0.0519645796
223	0.05196278686
224	0.05196034942
225	0.05195892266
226	0.05195713575
227	0.05195586182
228	0.05195495267
229	0.05195346396
230	0.051952581
231	0.05195123544
232	0.05194981302
233	0.05194876557
234	0.05194733475
235	0.05194605328
236	0.05194517321
237	0.05194335889
238	0.05194233112
239	0.05194124868
240	0.05193924744
241	0.05193766173
242	0.05193654276
243	0.05193549059
244	0.05193459615
245	0.05193332042
246	0.05193188604
247	0.05193106189
248	0.05193027554
249	0.05192917827
250	0.05192780255
251	0.05192676007
252	0.0519258283
253	0.05192496709
254	0.05192371504
255	0.05192239968
256	0.05192092372
257	0.0519199467
258	0.05191882485
259	0.05191704407
260	0.05191612342
261	0.05191532002
262	0.0519144635
263	0.05191341264
264	0.05191231705
265	0.05191111556
266	0.05191006951
267	0.05190907913
268	0.05190725561
269	0.05190601889
270	0.05190523762
271	0.05190432159
272	0.05190326903
273	0.05190239225
274	0.05190156984
275	0.05190067941
276	0.05189955214
277	0.05189870062
278	0.05189741837
279	0.05189614808
280	0.05189531785
281	0.05189406434
