iter	MAE
282	0.05189254797
283	0.05189109438
284	0.05188955682
285	0.05188795959
286	0.05188731882
287	0.05188656347
288	0.05188567342
289	0.05188452229
290	0.05188314564
291	0.05188225518
292	0.05188145828
293	0.05188002544
294	0.05187933911
295	0.05187834788
296	0.05187720749
297	0.0518762821
298	0.05187559379
299	0.0518746149
300	0.05187364268
301	0.05187295479
302	0.05187179141
303	0.05187046334
304	0.05186927666
305	0.05186787727
306	0.0518672618
307	0.05186629087
308	0.05186496508
309	0.05186412763
310	0.05186332946
311	0.0518626942
312	0.05186190682
313	0.05186086507
314	0.0518598925
315	0.05185861423
316	0.05185789334
317	0.05185700416
318	0.05185586134
319	0.05185503095
320	0.05185426441
321	0.05185295276
322	0.0518521617
323	0.05185133513
324	0.05185009408
325	0.05184879924
326	0.05184769893
327	0.05184671312
328	0.05184574978
329	0.05184459666
330	0.05184357776
331	0.0518425121
332	0.05184169968
333	0.0518408981
334	0.05184017806
335	0.0518389717
336	0.05183842354
337	0.05183778977
338	0.05183692583
339	0.0518364212
340	0.05183545661
341	0.0518345265
342	0.05183343866
343	0.05183254451
344	0.0518315331
345	0.05183057579
346	0.05182979877
347	0.05182916528
348	0.05182826882
349	0.05182731577
350	0.05182669187
351	0.05182598622
352	0.05182499455
353	0.05182363471
354	0.05182255479
355	0.05182150222
356	0.05182068768
357	0.05182007729
358	0.05181937548
359	0.05181856355
360	0.05181775762
361	0.05181692094
362	0.05181593845
363	0.05181506612
364	0.05181406959
365	0.05181342343
366	0.05181266653
367	0.05181210304
368	0.05181136094
369	0.05181033497
370	0.05180954313
371	0.05180881422
372	0.05180794212
373	0.05180710048
374	0.05180617718
375	0.05180468637
376	0.05180399425
377	0.05180296256
378	0.05180177589
379	0.05180075931
380	0.05179992879
381	0.0517988765
382	0.05179773933
383	0.05179677279
384	0.05179570986
385	0.05179486622
386	0.05179433043
387	0.05179353701
388	0.05179258501
389	0.05179178613
390	0.05179125584
391	0.0517896753
392	0.05178892932
393	0.05178811958
394	0.05178686434
395	0.05178532239
396	0.05178447538
397	0.05178355723
398	0.05178207336
399	0.05178138725
400	0.05178062373
401	0.05177986781
402	0.05177877717
403	0.05177780618
404	0.05177665462
405	0.05177583242
406	0.05177523264
407	0.05177439018
408	0.05177361967
409	0.0517729706
410	0.05177178889
411	0.05177084945
412	0.05177020877
413	0.05176949896
414	0.05176880231
415	0.05176838016
416	0.05176692065
417	0.05176606656
418	0.05176529407
419	0.05176434585
420	0.05176374009
421	0.05176249985
422	0.05176165521
423	0.05176073251
424	0.0517597615
425	0.05175908501
426	0.05175831511
427	0.05175770675
428	0.05175687606
429	0.0517563072
430	0.05175559512
431	0.05175472077
432	0.05175395817
433	0.05175325676
434	0.05175261189
435	0.05175187897
436	0.05175100959
437	0.05175008487
438	0.05174861042
439	0.05174804402
440	0.05174725791
441	0.0517463191
442	0.05174539377
443	0.0517445884
444	0.05174390722
445	0.05174320852
446	0.05174188275
447	0.05174142209
448	0.05174074857
449	0.05174015925
450	0.05173949735
451	0.05173839359
452	0.05173792422
453	0.05173711821
454	0.05173655361
455	0.05173579586
456	0.05173533468
457	0.05173477535
458	0.05173410597
459	0.05173294146
460	0.05173160816
461	0.0517311642
462	0.05173083983
463	0.05172999268
464	0.05172913008
465	0.051728574
466	0.0517277926
467	0.05172700404
468	0.05172641383
469	0.0517257925
470	0.0517250112
471	0.05172439636
472	0.05172363544
473	0.05172267842
474	0.05172205734
475	0.05172096543
476	0.05172025177
477	0.05171937478
478	0.05171854994
479	0.05171828497
480	0.05171717889
481	0.05171656613
482	0.05171557818
483	0.05171477254
484	0.05171406864
485	0.05171400184
486	0.05171346666
487	0.05171248988
488	0.05171203726
489	0.05171137594
490	0.05171048862
491	0.05170960163
492	0.05170884222
493	0.05170779241
494	0.05170703711
495	0.05170641489
496	0.05170563101
497	0.05170447231
498	0.05170382032
499	0.05170282374
500	0.05170189395
501	0.05170101671
502	0.05170017406
503	0.05169961248
504	0.05169854024
505	0.05169789776
506	0.05169724783
507	0.05169643674
508	0.05169590034
509	0.05169518531
510	0.05169452906
511	0.05169379403
512	0.05169335511
513	0.0516929455
514	0.05169224689
515	0.05169168096
516	0.05169097305
517	0.05169039624
518	0.05168983943
519	0.05168879127
520	0.05168782159
521	0.05168709925
522	0.05168609572
523	0.05168522943
524	0.05168464678
525	0.05168374694
526	0.0516825244
527	0.0516817633
528	0.05168104816
529	0.05168035185
530	0.05167949952
531	0.05167846978
532	0.05167799606
533	0.05167785474
534	0.05167728475
535	0.05167657226
536	0.05167602901
537	0.05167528123
538	0.05167415014
539	0.05167311441
540	0.05167251803
541	0.05167167153
542	0.05167127091
543	0.05167066733
544	0.05167013987
545	0.05166941911
546	0.05166859344
547	0.05166829511
548	0.05166773755
549	0.05166715256
550	0.05166677044
551	0.05166593463
552	0.05166537744
553	0.05166475479
554	0.05166407389
555	0.05166305492
556	0.0516625245
557	0.05166186678
558	0.05166118722
559	0.05166068691
560	0.05165999218
561	0.05165918417
562	0.05165857276
563	0.05165825879
564	0.05165750545
565	0.05165695293
566	0.05165635001
567	0.05165562668
568	0.05165500915
569	0.05165440909
570	0.05165343868
571	0.05165283977
572	0.0516522588
573	0.05165141932
574	0.05165013907
575	0.05164918437
576	0.05164862719
577	0.05164764778
578	0.05164699351
579	0.05164646428
580	0.05164576805
581	0.05164513595
582	0.05164469675
583	0.05164413059
584	0.05164308363
585	0.05164243597
586	0.0516418135
587	0.05164081265
588	0.05164028104
589	0.05163961159
590	0.05163913425
591	0.05163851425
592	0.05163807291
593	0.05163721292
594	0.05163660005
595	0.05163561225
596	0.05163488244
597	0.05163447895
598	0.0516342153
599	0.05163366369
600	0.05163305901
601	0.05163230817
602	0.05163177734
603	0.05163103368
604	0.05163049157
605	0.05162991057
606	0.05162935485
607	0.05162865956
608	0.05162787515
609	0.05162691378
610	0.05162632957
611	0.05162541434
612	0.05162479254
613	0.05162438874
614	0.05162391078
615	0.05162328816
616	0.05162240292
617	0.05162195838
618	0.05162114437
619	0.05162061069
620	0.05162011177
621	0.05161954895
622	0.05161882985
623	0.05161785167
624	0.05161734238
625	0.05161677591
626	0.05161638897
627	0.05161601494
628	0.05161523701
629	0.05161440425
630	0.05161388995
631	0.05161332248
632	0.05161289351
633	0.05161237135
634	0.05161210917
635	0.05161132127
636	0.05161041223
637	0.05160949166
638	0.05160899241
639	0.05160830108
640	0.05160779264
641	0.05160726842
642	0.05160637915
643	0.0516057615
644	0.05160492948
645	0.05160453614
646	0.0516037605
647	0.05160323166
648	0.05160247632
649	0.05160203289
650	0.05160121834
651	0.05160052422
652	0.05160002659
653	0.05159937568
654	0.05159842089
655	0.05159787928
656	0.05159715638
657	0.05159647666
658	0.05159591643
659	0.05159529292
660	0.05159454488
661	0.05159384454
662	0.051593004
663	0.05159215991
664	0.05159172322
665	0.0515913314
666	0.05159082965
667	0.05159041477
668	0.05158959922
669	0.05158905013
670	0.05158857933
671	0.05158761083
672	0.05158714912
673	0.05158659086
674	0.05158570371
675	0.05158491336
676	0.05158377325
677	0.05158310418
678	0.05158282894
679	0.05158216953
680	0.05158171508
681	0.05158135461
682	0.05158090576
683	0.05158020893
684	0.05157924961
685	0.05157868623
686	0.05157807482
687	0.05157715947
688	0.05157627125
689	0.05157565779
690	0.05157510065
691	0.05157447053
692	0.05157414528
693	0.05157356301
694	0.05157304174
695	0.05157255964
696	0.05157193826
697	0.05157139684
698	0.05157082947
699	0.0515701071
700	0.05156977024
701	0.0515693507
702	0.0515688835
703	0.05156780063
704	0.05156705222
705	0.05156642855
706	0.05156579059
707	0.05156530771
708	0.05156424321
709	0.05156376135
710	0.05156323223
711	0.05156259048
712	0.05156197379
713	0.0515612318
714	0.05156052083
715	0.05155999911
716	0.0515591783
717	0.05155872926
718	0.05155823128
719	0.05155759387
720	0.05155709921
721	0.05155663755
722	0.05155660341
723	0.05155597496
724	0.05155561071
725	0.05155526584
726	0.05155484163
727	0.05155427061
728	0.05155353582
729	0.05155268894
730	0.05155201346
731	0.05155085313
732	0.05155023627
733	0.05154981456
734	0.0515494361
735	0.05154884837
736	0.05154782961
737	0.05154733335
738	0.05154662123
739	0.05154590172
740	0.05154517446
741	0.05154440986
742	0.05154395938
743	0.05154345238
744	0.05154299298
745	0.05154254324
746	0.0515422313
747	0.05154141553
748	0.05154084038
749	0.05154028902
750	0.05153978352
751	0.05153949663
752	0.05153909902
753	0.05153872351
754	0.05153806469
755	0.0515376878
756	0.05153732831
757	0.05153680524
758	0.05153598125
759	0.05153526886
760	0.05153450335
761	0.05153410411
762	0.05153352608
763	0.05153301783
764	0.05153214211
765	0.05153171249
766	0.05153106014
767	0.05153043621
768	0.05152984412
769	0.05152920064
770	0.05152871396
771	0.05152777139
772	0.0515269936
773	0.05152658843
774	0.05152590246
775	0.05152529471
776	0.0515247585
777	0.05152439157
778	0.05152403673
779	0.05152359475
780	0.05152302705
781	0.05152241461
782	0.05152199299
783	0.0515215993
784	0.05152097987
785	0.05152018494
786	0.05151959024
787	0.05151843075
788	0.05151773583
789	0.05151730833
790	0.05151692123
791	0.05151626561
792	0.0515157014
793	0.0515149206
794	0.05151451926
795	0.05151398915
796	0.05151350129
797	0.05151308762
798	0.05151219659
799	0.05151125804
800	0.05151050468
801	0.05150982182
802	0.05150901632
803	0.05150845679
804	0.05150746387
805	0.05150685834
806	0.0515060175
807	0.05150571923
808	0.05150511294
809	0.05150435191
810	0.05150370306
811	0.05150297641
812	0.05150229358
813	0.05150174155
814	0.05150115028
815	0.05150046636
816	0.05149999696
817	0.05149929691
818	0.05149832294
819	0.05149791859
820	0.05149728255
821	0.05149672072
822	0.05149609578
823	0.05149504513
824	0.05149430349
825	0.05149391991
826	0.05149344496
827	0.05149268555
828	0.05149193569
829	0.05149078478
830	0.05149023195
831	0.05148952865
832	0.05148886832
833	0.05148825195
834	0.0514878339
835	0.05148724346
836	0.05148665419
837	0.05148606925
838	0.05148546325
839	0.0514846915
840	0.05148415131
841	0.05148356208
842	0.05148241772
843	0.05148181059
844	0.05148108271
845	0.05148061706
846	0.05148005994
847	0.05147945249
848	0.05147876544
849	0.05147806974
850	0.05147761468
851	0.05147700202
852	0.05147652244
853	0.0514760072
854	0.05147548025
855	0.05147493717
856	0.05147452722
857	0.05147396328
858	0.05147355552
859	0.0514729396
860	0.0514720052
861	0.0514714631
862	0.05147104612
863	0.05147059305
864	0.05146974787
865	0.05146898119
866	0.05146853091
867	0.05146787596
868	0.05146745963
869	0.05146689983
870	0.05146638279
871	0.05146545027
872	0.05146454612
873	0.05146337087
874	0.05146282559
875	0.0514621975
876	0.0514611161
877	0.05146045569
878	0.05145979689
879	0.05145908314
880	0.05145834586
881	0.05145743344
882	0.05145673135
883	0.05145591231
884	0.05145534346
885	0.05145455749
886	0.05145384954
887	0.05145321942
888	0.05145240244
889	0.05145177403
890	0.05145110402
891	0.05145067077
892	0.05145008521
893	0.05144943667
894	0.05144873915
895	0.05144797988
896	0.05144706902
897	0.05144656268
898	0.05144551229
899	0.05144518827
900	0.0514445978
901	0.05144411959
902	0.05144349949
903	0.05144285433
904	0.05144229823
905	0.05144163887
906	0.05144122817
907	0.05144064138
908	0.05143980114
909	0.05143873875
910	0.05143777727
911	0.05143710534
912	0.05143621841
913	0.05143574504
914	0.0514352996
915	0.05143462162
916	0.05143401763
917	0.05143346472
918	0.05143280575
919	0.05143218189
920	0.05143141092
921	0.05143100084
922	0.05143052808
923	0.05142976746
924	0.05142931069
925	0.05142847879
926	0.05142787256
927	0.05142735465
928	0.05142669564
929	0.05142583775
930	0.05142477358
931	0.05142363146
932	0.05142285029
933	0.05142219478
934	0.05142145018
935	0.05142066047
936	0.05142015759
937	0.05141957336
938	0.05141898542
939	0.05141828065
940	0.05141773121
941	0.05141690504
942	0.05141618991
943	0.05141559232
944	0.05141474414
945	0.0514137992
946	0.05141255439
947	0.05141196733
948	0.05141156737
949	0.05141079426
950	0.05140980422
951	0.05140935059
952	0.05140888408
953	0.0514081623
954	0.05140770392
955	0.0514068841
956	0.05140634088
957	0.05140549812
958	0.05140504098
959	0.05140415073
960	0.05140342569
961	0.05140278756
962	0.05140204162
963	0.05140140577
964	0.05140060106
965	0.05140010598
966	0.05139954091
967	0.05139905845
968	0.05139838359
969	0.05139774946
970	0.05139732667
971	0.05139646299
972	0.05139572978
973	0.051395083
974	0.05139451224
975	0.05139395777
976	0.05139310485
977	0.05139264428
978	0.05139180157
979	0.05139113859
980	0.05138991753
981	0.0513895269
982	0.05138874379
983	0.05138785471
984	0.05138661023
985	0.05138556178
986	0.05138482697
987	0.05138386882
988	0.05138282523
989	0.05138216551
990	0.05138152533
991	0.05138077504
992	0.05137998905
993	0.05137914459
994	0.05137841241
995	0.05137782821
996	0.0513768557
997	0.05137621359
998	0.05137569952
999	0.05137526123
