iter	Passed	Remaining
400	21378	31934
401	21429	31877
402	21482	31823
403	21535	31769
404	21594	31724
405	21646	31669
406	21700	31617
407	21755	31567
408	21813	31520
409	21871	31474
410	21921	31415
411	21975	31363
412	22032	31315
413	22087	31264
414	22140	31209
415	22191	31152
416	22246	31102
417	22300	31049
418	22349	30991
419	22406	30942
420	22463	30894
421	22519	30844
422	22571	30789
423	22623	30733
424	22677	30680
425	22727	30623
426	22780	30570
427	22831	30513
428	22884	30459
429	22934	30401
430	22989	30350
431	23050	30307
432	23106	30256
433	23157	30201
434	23208	30143
435	23263	30093
436	23315	30037
437	23363	29977
438	23419	29928
439	23477	29880
440	23529	29825
441	23579	29768
442	23630	29711
443	23681	29655
444	23738	29605
445	23793	29555
446	23850	29506
447	23904	29453
448	23959	29402
449	24006	29340
450	24062	29291
451	24114	29236
452	24161	29175
453	24212	29118
454	24259	29058
455	24316	29009
456	24369	28955
457	24425	28904
458	24476	28849
459	24531	28798
460	24583	28743
461	24638	28691
462	24693	28640
463	24746	28586
464	24802	28536
465	24859	28486
466	24911	28432
467	24968	28383
468	25020	28327
469	25070	28271
470	25122	28216
471	25175	28162
472	25228	28108
473	25282	28055
474	25335	28002
475	25389	27949
476	25440	27893
477	25497	27844
478	25551	27791
479	25609	27743
480	25662	27689
481	25714	27635
482	25768	27582
483	25817	27524
484	25874	27474
485	25897	27389
486	25952	27337
487	26007	27286
488	26057	27229
489	26108	27173
490	26163	27122
491	26215	27068
492	26266	27012
493	26317	26956
494	26369	26902
495	26431	26857
496	26485	26805
497	26539	26752
498	26592	26698
499	26643	26643
500	26694	26588
501	26751	26538
502	26806	26486
503	26860	26433
504	26912	26379
505	26969	26329
506	27024	26278
507	27077	26224
508	27134	26174
509	27188	26122
510	27239	26066
511	27292	26013
512	27345	25960
513	27394	25902
514	27446	25847
515	27500	25795
516	27555	25743
517	27606	25687
518	27656	25631
519	27712	25580
520	27765	25526
521	27812	25468
522	27866	25415
523	27922	25365
524	27971	25307
525	28025	25255
526	28081	25204
527	28134	25150
528	28189	25098
529	28239	25042
530	28291	24988
531	28347	24937
532	28401	24884
533	28445	24823
534	28497	24768
535	28548	24713
536	28599	24658
537	28654	24606
538	28702	24549
539	28756	24496
540	28807	24441
541	28859	24387
542	28917	24337
543	28968	24282
544	29021	24229
545	29077	24178
546	29129	24123
547	29185	24072
548	29235	24016
549	29289	23964
550	29339	23907
551	29394	23856
552	29447	23802
553	29502	23751
554	29560	23701
555	29610	23646
556	29662	23591
557	29713	23536
558	29769	23485
559	29814	23425
560	29868	23373
561	29920	23318
562	29976	23267
563	30031	23215
564	30087	23164
565	30141	23111
566	30193	23058
567	30248	23006
568	30300	22951
569	30358	22901
570	30410	22847
571	30464	22795
572	30518	22742
573	30571	22688
574	30628	22638
575	30686	22588
576	30739	22534
577	30789	22479
578	30842	22426
579	30895	22372
580	30949	22319
581	31002	22266
582	31058	22214
583	31108	22159
584	31161	22105
585	31210	22049
586	31265	21997
587	31315	21942
588	31369	21889
589	31420	21834
590	31476	21783
591	31532	21732
592	31579	21674
593	31631	21619
594	31684	21566
595	31742	21516
596	31800	21466
597	31854	21414
598	31906	21360
599	31964	21309
600	32023	21260
601	32077	21207
602	32133	21155
603	32184	21101
604	32238	21048
605	32293	20996
606	32344	20941
607	32398	20888
608	32454	20837
609	32513	20787
610	32569	20735
611	32627	20685
612	32681	20632
613	32731	20576
614	32783	20523
615	32834	20468
616	32889	20416
617	32940	20361
618	32997	20310
619	33052	20257
620	33104	20203
621	33160	20152
622	33215	20099
623	33264	20044
624	33321	19992
625	33374	19939
626	33424	19884
627	33476	19830
628	33533	19778
629	33590	19727
630	33646	19676
631	33694	19619
632	33744	19564
633	33801	19512
634	33854	19459
635	33905	19404
636	33963	19354
637	34015	19300
638	34074	19250
639	34159	19214
640	34234	19173
641	34303	19129
642	34365	19079
643	34416	19025
644	34472	18973
645	34521	18917
646	34575	18864
647	34632	18812
648	34685	18758
649	34743	18707
650	34794	18653
651	34850	18601
652	34896	18543
653	34948	18489
654	34996	18433
655	35046	18378
656	35106	18328
657	35161	18275
658	35212	18220
659	35261	18165
660	35318	18113
661	35374	18061
662	35431	18009
663	35487	17957
664	35536	17901
665	35586	17846
666	35636	17791
667	35693	17739
668	35743	17684
669	35796	17631
670	35853	17579
671	35904	17524
672	35957	17470
673	36010	17417
674	36061	17363
675	36118	17311
676	36171	17257
677	36222	17203
678	36280	17151
679	36334	17098
680	36389	17045
681	36445	16993
682	36502	16941
683	36555	16888
684	36608	16834
685	36664	16782
686	36723	16731
687	36779	16679
688	36836	16627
689	36886	16572
690	36938	16518
691	36993	16465
692	37041	16409
693	37091	16354
694	37144	16300
695	37203	16249
696	37260	16197
697	37320	16147
698	37373	16093
699	37428	16040
700	37483	15988
701	37538	15935
702	37589	15880
703	37645	15828
704	37704	15776
705	37760	15724
706	37814	15671
707	37869	15618
708	37924	15565
709	37974	15510
710	38026	15456
711	38078	15402
712	38129	15348
713	38184	15295
714	38240	15242
715	38290	15187
716	38347	15135
717	38403	15083
718	38459	15030
719	38517	14978
720	38576	14927
721	38628	14873
722	38651	14808
723	38710	14756
724	38766	14704
725	38813	14648
726	38866	14595
727	38921	14541
728	38976	14489
729	39027	14435
730	39082	14381
731	39138	14329
732	39183	14273
733	39237	14219
734	39292	14166
735	39343	14112
736	39397	14058
737	39447	14004
738	39499	13950
739	39551	13896
740	39607	13844
741	39669	13793
742	39730	13742
743	39782	13688
744	39838	13635
745	39896	13583
746	39949	13530
747	40005	13477
748	40063	13425
749	40114	13371
750	40169	13318
751	40214	13262
752	40266	13208
753	40322	13155
754	40375	13102
755	40427	13048
756	40477	12993
757	40528	12939
758	40580	12885
759	40635	12832
760	40691	12779
761	40747	12726
762	40796	12672
763	40852	12619
764	40900	12564
765	40950	12509
766	41004	12456
767	41050	12400
768	41100	12346
769	41153	12292
770	41209	12240
771	41261	12186
772	41317	12133
773	41370	12079
774	41425	12026
775	41481	11974
776	41539	11921
777	41587	11866
778	41638	11812
779	41696	11760
780	41753	11708
781	41811	11655
782	41861	11601
783	41908	11546
784	41959	11492
785	42010	11437
786	42067	11385
787	42120	11332
788	42175	11278
789	42226	11224
790	42285	11172
791	42351	11122
792	42417	11072
793	42473	11019
794	42527	10966
795	42586	10914
796	42637	10860
797	42693	10807
798	42744	10753
799	42799	10699
800	42850	10645
801	42903	10592
802	42958	10538
803	43007	10484
804	43057	10430
805	43112	10376
806	43174	10325
807	43229	10272
808	43281	10218
809	43336	10165
810	43389	10111
811	43442	10058
812	43494	10004
813	43550	9951
814	43603	9897
815	43659	9844
816	43717	9792
817	43772	9739
818	43834	9687
819	43890	9634
820	43946	9581
821	44003	9528
822	44057	9475
823	44111	9421
824	44160	9367
825	44212	9313
826	44256	9257
827	44302	9202
828	44361	9150
829	44413	9096
830	44466	9043
831	44520	8989
832	44568	8935
833	44621	8881
834	44677	8828
835	44733	8775
836	44783	8721
837	44841	8668
838	44893	8614
839	44949	8561
840	44999	8507
841	45052	8454
842	45104	8400
843	45160	8347
844	45217	8294
845	45269	8240
846	45323	8187
847	45375	8133
848	45430	8080
849	45486	8027
850	45540	7973
851	45597	7920
852	45653	7867
853	45705	7813
854	45759	7760
855	45811	7706
856	45868	7653
857	45924	7600
858	45979	7547
859	46029	7493
860	46080	7439
861	46136	7386
862	46187	7332
863	46241	7278
864	46296	7225
865	46353	7172
866	46406	7118
867	46457	7064
868	46509	7011
869	46562	6957
870	46619	6904
871	46676	6851
872	46728	6797
873	46779	6743
874	46833	6690
875	46889	6637
876	46944	6584
877	46999	6530
878	47054	6477
879	47110	6424
880	47171	6371
881	47225	6318
882	47282	6265
883	47334	6211
884	47389	6158
885	47444	6104
886	47496	6050
887	47553	5997
888	47608	5944
889	47660	5890
890	47714	5837
891	47767	5783
892	47819	5729
893	47873	5676
894	47926	5622
895	47978	5568
896	48035	5515
897	48092	5462
898	48147	5409
899	48198	5355
900	48249	5301
901	48304	5248
902	48359	5194
903	48415	5141
904	48471	5088
905	48523	5034
906	48576	4980
907	48629	4927
908	48685	4873
909	48740	4820
910	48791	4766
911	48844	4713
912	48901	4659
913	48952	4606
914	49003	4552
915	49060	4498
916	49115	4445
917	49170	4392
918	49227	4338
919	49279	4285
920	49331	4231
921	49385	4177
922	49437	4124
923	49493	4070
924	49549	4017
925	49606	3964
926	49670	3911
927	49725	3858
928	49775	3804
929	49833	3750
930	49885	3697
931	49939	3643
932	49994	3590
933	50048	3536
934	50099	3482
935	50156	3429
936	50238	3377
937	50295	3324
938	50352	3271
939	50409	3217
940	50460	3163
941	50517	3110
942	50587	3057
943	50671	3005
944	50736	2952
945	50788	2899
946	50848	2845
947	50905	2792
948	50967	2739
949	51033	2685
950	51089	2632
951	51144	2578
952	51200	2525
953	51255	2471
954	51305	2417
955	51353	2363
956	51406	2309
957	51455	2255
958	51510	2202
959	51564	2148
960	51615	2094
961	51663	2040
962	51718	1987
963	51773	1933
964	51831	1879
965	51888	1826
966	51943	1772
967	51999	1718
968	52055	1665
969	52101	1611
970	52156	1557
971	52212	1504
972	52263	1450
973	52313	1396
974	52372	1342
975	52423	1289
976	52476	1235
977	52533	1181
978	52590	1128
979	52649	1074
980	52702	1020
981	52757	967
982	52821	913
983	52897	860
984	52960	806
985	53023	752
986	53088	699
987	53143	645
988	53199	591
989	53255	537
990	53307	484
991	53368	430
992	53424	376
993	53482	322
994	53538	269
995	53597	215
996	53655	161
997	53710	107
998	53760	53
999	53821	0
