iter	RMSE
279	166396.8207
280	166380.8608
281	166336.1787
282	166267.7864
283	166207.2629
284	166168.8202
285	166124.6536
286	166099.859
287	166015.2807
288	165969.2409
289	165944.5946
290	165890.2292
291	165826.2731
292	165781.009
293	165733.2753
294	165675.155
295	165621.9115
296	165589.0866
297	165527.2339
298	165491.6505
299	165443.0849
300	165417.3771
301	165359.7754
302	165308.0106
303	165288.8785
304	165233.2182
305	165196.3699
306	165124.7651
307	165072.5142
308	165047.8866
309	165008.9611
310	164945.1574
311	164908.0051
312	164875.8876
313	164828.2636
314	164795.5499
315	164746.4405
316	164720.2039
317	164689.2276
318	164655.1277
319	164587.6056
320	164547.3324
321	164491.2757
322	164446.5285
323	164419.3358
324	164373.7983
325	164341.8884
326	164328.6496
327	164312.6453
328	164291.0367
329	164290.3899
330	164252.633
331	164196.4417
332	164144.1061
333	164113.2899
334	164073.3326
335	164054.8358
336	164024.1253
337	163992.398
338	163955.9718
339	163934.7089
340	163880.8616
341	163850.097
342	163815.2952
343	163786.8472
344	163741.3902
345	163730.3211
346	163710.1517
347	163679.0284
348	163657.2727
349	163623.9301
350	163594.189
351	163560.4986
352	163516.3726
353	163476.2942
354	163436.4301
355	163410.4708
356	163363.2182
357	163301.3606
358	163281.2584
359	163257.6245
360	163229.5648
361	163205.1599
362	163165.3715
363	163133.1882
364	163099.693
365	163060.4815
366	163049.5669
367	163027.3558
368	162978.2058
369	162941.063
370	162920.7431
371	162877.969
372	162873.1098
373	162872.605
374	162841.2792
375	162817.3441
376	162805.7458
377	162768.3158
378	162755.9596
379	162729.4885
380	162708.0638
381	162696.36
382	162693.1854
383	162665.243
384	162663.6497
385	162619.5457
386	162600.5933
387	162553.5109
388	162528.1566
389	162527.7489
390	162511.4061
391	162483.876
392	162476.1761
393	162454.4283
394	162436.5841
395	162420.1614
396	162404.9256
397	162372.1661
398	162350.1519
399	162301.3508
400	162271.2743
401	162234.8655
402	162220.6161
403	162186.3197
404	162160.5049
405	162143.0119
406	162117.9678
407	162094.9089
408	162077.9647
409	162041.3751
410	161994.0712
411	161989.0932
412	161969.3922
413	161961.2719
414	161946.6686
415	161917.6004
416	161881.6535
417	161854.5059
418	161836.215
419	161811.8753
420	161768.8078
421	161746.8088
422	161733.7486
423	161704.3776
424	161679.233
425	161669.5971
426	161639.6322
427	161626.4012
428	161605.127
429	161587.6181
430	161576.3294
431	161576.252
432	161564.5233
433	161547.8888
434	161539.5424
435	161524.3745
436	161478.6323
437	161437.7404
438	161423.4888
439	161389.1791
440	161360.7283
441	161319.2506
442	161264.6275
443	161247.5818
444	161226.4393
445	161206.0232
446	161200.662
447	161167.9522
448	161141.0091
449	161127.7112
450	161108.8454
451	161101.2774
452	161098.8243
453	161087.1312
454	161066.4394
455	161045.0531
456	161009.71
457	160981.6281
458	160954.5891
459	160936.4983
460	160903.899
461	160886.157
462	160860.4785
463	160858.065
464	160837.6473
465	160818.5416
466	160805.6814
467	160762.0416
468	160754.372
469	160746.4896
470	160746.0701
471	160728.9011
472	160714.9276
473	160701.2413
474	160688.5737
475	160675.7382
476	160657.0244
477	160651.9529
478	160647.4842
479	160637.237
480	160618.4185
481	160605.7231
482	160593.3877
483	160579.3415
484	160543.8934
485	160526.7343
486	160519.1835
487	160510.2511
488	160508.5559
489	160502.0478
490	160478.0135
491	160454.1707
492	160440.5677
493	160419.3192
494	160374.758
495	160348.6844
496	160336.0259
497	160334.1428
498	160324.693
499	160312.0085
500	160304.8849
501	160272.9485
502	160253.9581
503	160202.9853
504	160185.7407
505	160185.74
506	160155.8283
507	160143.2609
508	160120.7961
509	160118.2644
510	160115.7076
511	160091.2318
512	160070.7846
513	160059.5186
514	160047.4507
515	160038.1753
516	160004.3254
517	159998.0977
518	159980.0039
519	159953.6155
520	159927.353
521	159924.6406
522	159895.6285
523	159866.4975
524	159865.806
525	159847.3528
526	159806.0195
527	159796.0355
528	159785.2812
529	159780.3553
530	159768.7605
531	159751.2594
532	159734.7724
533	159734.7663
534	159733.5726
535	159704.2086
536	159666.251
537	159638.6611
538	159612.7628
539	159599.9795
540	159599.9754
541	159588.7539
542	159571.6694
543	159557.9308
544	159514.8113
545	159503.0106
546	159485.8172
547	159463.799
548	159451.6035
549	159427.2238
550	159427.2134
551	159415.4528
552	159415.4429
553	159405.8444
554	159388.273
555	159359.2259
556	159336.4523
557	159325.4592
558	159303.7778
559	159278.0279
560	159259.6984
561	159249.0372
562	159227.5633
563	159223.1925
564	159209.8843
565	159206.7637
566	159179.4109
567	159168.6471
568	159167.922
569	159166.1443
570	159160.6942
571	159125.8005
572	159119.7563
573	159105.047
574	159104.4516
575	159092.9476
576	159088.5341
577	159088.3464
578	159068.4015
579	159059.298
580	159036.8089
581	159013.7657
582	158998.5721
583	158948.0273
584	158943.8506
585	158943.8323
586	158919.1443
587	158905.0806
588	158902.3605
589	158899.7765
590	158892.751
591	158866.2959
592	158852.0536
593	158837.8251
594	158823.1859
595	158819.8511
596	158798.5496
597	158782.0941
598	158773.5905
599	158760.8502
600	158736.2872
601	158727.6974
602	158724.5093
603	158703.8295
604	158683.085
605	158644.165
606	158628.9997
607	158625.4646
608	158604.2533
609	158567.3284
610	158546.9321
611	158538.1273
612	158516.9223
613	158516.3714
614	158492.3869
615	158491.7171
616	158469.3753
617	158461.5535
618	158452.0879
619	158432.6243
620	158420.6899
621	158418.9118
622	158383.6548
623	158373.6758
624	158357.243
625	158347.7996
626	158328.4372
627	158302.1363
628	158266.3365
629	158258.2329
630	158258.2235
631	158257.2757
632	158249.7119
633	158249.7086
634	158232.8062
635	158224.6785
636	158224.5221
637	158220.112
638	158199.2713
639	158165.1839
640	158158.2221
641	158151.4153
642	158150.5161
643	158146.9764
644	158132.9438
645	158114.8093
646	158104.7784
647	158083.4714
648	158080.413
649	158065.8903
650	158056.2045
651	158034.3828
652	158010.6364
653	157995.0236
654	157976.1962
655	157944.4781
656	157930.2559
657	157914.6186
658	157913.6222
659	157898.1143
660	157897.5239
661	157884.4553
662	157872.1032
663	157839.5256
664	157817.7042
665	157817.6638
666	157817.6608
667	157814.7413
668	157797.1224
669	157783.8013
670	157771.9955
671	157750.4008
672	157703.6243
673	157681.5086
674	157654.3713
675	157641.5183
676	157640.3416
677	157619.3071
678	157601.6872
679	157596.869
680	157587.5247
681	157566.4073
682	157566.4043
683	157536.0877
684	157535.6075
685	157529.4301
686	157520.1965
687	157519.1689
688	157497.6163
689	157476.3524
690	157472.9278
691	157452.0046
692	157451.3014
693	157427.8209
694	157407.0154
695	157376.7341
696	157359.6095
697	157353.9201
698	157346.8363
699	157329.8967
700	157321.9429
701	157311.0282
702	157292.2473
703	157269.1921
704	157265.3082
705	157255.5335
706	157245.5768
707	157238.5103
708	157238.0522
709	157218.5549
710	157207.4738
711	157187.4012
712	157168.7573
713	157138.8847
714	157136.7194
715	157136.1344
716	157135.6023
717	157101.7174
718	157074.8025
719	157074.3975
720	157052.132
721	157041.6979
722	157018.0822
723	157001.4583
724	156989.0358
725	156988.6687
726	156970.5993
727	156955.2702
728	156929.3726
729	156899.1267
730	156883.4049
731	156882.9224
732	156862.9138
733	156856.701
734	156855.9805
735	156849.0516
736	156847.9576
737	156847.4731
738	156846.4409
739	156846.1709
740	156837.5293
741	156836.9133
742	156829.1164
743	156828.5478
744	156828.0831
745	156809.3865
746	156787.3564
747	156772.179
748	156770.8763
749	156752.4197
750	156752.1441
751	156744.234
752	156715.7616
753	156695.5569
754	156694.8891
755	156686.8934
756	156685.6458
757	156683.2664
758	156682.8675
759	156664.1335
760	156658.7252
761	156658.4519
762	156652.0203
763	156650.8205
764	156642.8858
765	156637.9906
766	156636.7432
767	156626.7193
768	156601.2474
769	156595.088
770	156575.5669
771	156552.597
772	156527.411
773	156490.4865
774	156488.0336
775	156468.7002
776	156462.8592
777	156462.3999
778	156444.4042
779	156444.1118
780	156417.4523
781	156405.818
782	156405.7593
783	156388.2785
784	156368.4368
785	156357.8965
786	156357.5011
787	156340.6838
788	156325.1101
789	156314.636
790	156300.4813
791	156297.5366
792	156297.1868
793	156276.7062
794	156276.4489
795	156275.0551
796	156264.0716
797	156263.4762
798	156257.6856
799	156257.4396
800	156236.8528
801	156218.2546
802	156206.8509
803	156206.4234
804	156195.94
805	156195.6899
806	156182.4387
807	156181.6199
808	156162.394
809	156159.8762
810	156132.6869
811	156103.6813
812	156103.4286
813	156103.0619
814	156089.6492
815	156076.4652
816	156059.7145
817	156049.2159
818	156048.6494
819	156036.6072
820	156029.4199
821	156014.6228
822	156008.8937
823	155986.6587
824	155971.3452
825	155961.1797
826	155944.3362
827	155943.8154
828	155942.9599
829	155942.3938
830	155936.7727
831	155925.9446
832	155895.6677
833	155885.6248
834	155871.0722
835	155870.66
836	155868.9866
837	155868.6422
838	155868.1032
839	155842.2756
840	155841.978
841	155838.4953
842	155826.6382
843	155826.3008
844	155799.8986
845	155799.2262
846	155798.8789
847	155798.3913
848	155786.4424
849	155780.8274
850	155772.1616
851	155771.757
852	155771.4264
853	155737.7832
854	155712.0339
855	155711.6943
856	155701.9518
857	155685.5265
858	155685.2119
859	155683.5543
860	155676.5675
861	155669.3168
862	155643.9216
863	155642.629
864	155628.7679
865	155613.3266
866	155611.9375
867	155601.7507
868	155601.3622
869	155582.3236
870	155581.8204
871	155570.8675
872	155538.316
873	155505.8469
874	155495.1637
875	155494.7022
876	155475.4407
877	155463.0479
878	155431.8673
879	155431.5447
880	155416.0944
881	155408.0603
882	155407.8447
883	155406.9119
884	155405.4413
885	155388.8395
886	155380.8133
887	155360.3337
888	155346.6581
889	155346.0629
890	155344.8065
891	155344.5344
892	155342.667
893	155311.2124
894	155303.4852
895	155302.2227
896	155301.7774
897	155300.1126
898	155290.8503
899	155287.1149
900	155262.6127
901	155248.0653
902	155235.5118
903	155225.1484
904	155224.5824
905	155224.2089
906	155223.7716
907	155220.322
908	155220.058
909	155210.1086
910	155207.8003
911	155204.1688
912	155199.1122
913	155198.5358
914	155198.0149
915	155194.3602
916	155166.8864
917	155151.6242
918	155119.199
919	155095.3998
920	155067.1602
921	155043.353
922	155029.3418
923	155015.7258
924	155007.8247
925	155006.0862
926	155004.6103
927	154996.8935
928	154994.6907
929	154980.2638
930	154979.9373
931	154979.5908
932	154979.0287
933	154955.7525
934	154949.3277
935	154949.123
936	154948.878
937	154933.3695
938	154932.8137
939	154931.4635
940	154919.1853
941	154918.8826
942	154911.6521
943	154900.7913
944	154887.1421
945	154874.3147
946	154834.4637
947	154823.8897
948	154793.5236
949	154788.0147
950	154787.4747
951	154781.9825
952	154781.7421
953	154776.2443
954	154775.7091
955	154764.3055
956	154747.5131
957	154747.2526
958	154735.1929
959	154734.9935
960	154725.6455
961	154715.3474
962	154714.7823
963	154704.1617
964	154681.4184
965	154681.0985
966	154680.8558
967	154668.2369
968	154666.2539
969	154665.942
970	154644.2654
971	154632.9495
972	154632.6439
973	154619.5546
974	154619.2746
975	154604.7774
976	154591.1622
977	154590.6397
978	154590.1314
979	154586.0369
980	154582.5182
981	154580.5732
982	154563.329
983	154562.9509
984	154543.5702
985	154543.3487
986	154532.4906
987	154508.652
988	154490.2198
989	154476.777
990	154455.9439
991	154446.8801
992	154436.7253
993	154427.8658
994	154422.6717
995	154401.7874
996	154385.4801
997	154384.9854
998	154356.0081
999	154355.7914
1000	154355.3045
1001	154341.2581
1002	154327.5302
1003	154313.546
1004	154313.2194
1005	154306.5507
1006	154299.3377
1007	154284.6855
1008	154280.1346
1009	154279.9258
1010	154271.3081
1011	154264.7303
1012	154250.5058
1013	154241.7731
1014	154241.5948
1015	154241.1084
1016	154226.4445
1017	154212.9344
1018	154191.1598
1019	154187.2143
1020	154164.8073
1021	154152.4453
1022	154152.2782
1023	154127.9358
1024	154127.7434
1025	154106.1669
1026	154105.9668
1027	154093.8115
1028	154093.64
1029	154080.1942
1030	154067.1103
1031	154047.4175
1032	154032.3839
1033	154012.6165
1034	154000.7685
1035	153997.535
1036	153983.3172
1037	153982.1636
1038	153969.2467
1039	153968.9951
1040	153954.4863
1041	153941.9716
1042	153931.8294
1043	153916.2725
1044	153915.8036
1045	153896.3475
1046	153896.1502
1047	153884.4508
1048	153883.9814
1049	153876.6225
1050	153864.0224
1051	153863.7634
1052	153856.7478
1053	153844.0013
1054	153832.4937
1055	153832.0317
1056	153803.7887
1057	153794.109
1058	153793.4986
1059	153791.6975
1060	153768.4765
1061	153749.4233
1062	153749.2318
1063	153737.0336
1064	153736.2499
1065	153713.7959
1066	153704.0388
1067	153703.7619
1068	153692.6601
1069	153692.3912
1070	153690.3736
1071	153671.4951
1072	153665.3386
1073	153644.9579
1074	153638.7637
1075	153625.589
1076	153604.0872
1077	153591.6208
1078	153585.6017
1079	153579.4997
1080	153579.0123
1081	153569.8445
1082	153558.4178
1083	153541.9647
1084	153527.7625
1085	153515.9083
1086	153515.7176
1087	153504.7815
1088	153495.4912
1089	153473.1472
1090	153464.4334
1091	153446.5804
1092	153426.0271
1093	153413.8393
1094	153407.3265
1095	153385.2366
1096	153374.6737
1097	153365.1631
1098	153355.8409
1099	153341.8314
1100	153334.7764
1101	153326.7389
1102	153315.4112
1103	153310.4267
1104	153310.1469
1105	153309.7975
1106	153285.3969
1107	153277.9426
1108	153277.2828
1109	153263.5951
1110	153257.3669
1111	153247.1372
1112	153235.6324
1113	153235.4552
1114	153233.708
1115	153232.9727
1116	153213.3186
1117	153186.2074
1118	153175.3816
1119	153173.8507
1120	153165.0449
1121	153154.5872
1122	153133.6678
1123	153126.8287
1124	153094.3562
1125	153091.2235
1126	153068.7545
1127	153066.9469
1128	153044.8033
1129	153027.6084
1130	153010.5297
1131	153004.5623
1132	153001.6495
1133	152980.4462
1134	152978.6382
1135	152950.4264
1136	152950.3272
1137	152943.8328
1138	152940.2777
1139	152919.2233
1140	152909.6314
1141	152887.198
1142	152868.0234
1143	152862.5086
1144	152856.31
1145	152856.1412
1146	152838.1539
1147	152837.7529
1148	152819.0823
1149	152804.3638
1150	152804.2242
1151	152798.7288
1152	152796.9624
1153	152791.2234
1154	152771.7574
1155	152760.5528
1156	152758.5844
1157	152757.5447
1158	152736.1004
1159	152723.67
1160	152718.6575
1161	152704.3424
1162	152691.327
1163	152676.4445
1164	152669.8555
1165	152668.3682
1166	152659.0868
1167	152646.243
1168	152626.7285
1169	152625.4389
1170	152614.7492
1171	152610.4347
1172	152592.583
1173	152586.6339
1174	152563.6168
1175	152554.5835
1176	152552.6529
1177	152538.136
1178	152513.0867
1179	152511.2342
1180	152501.6368
1181	152492.2709
1182	152467.2433
1183	152444.5007
1184	152431.5228
1185	152421.0797
1186	152419.4732
1187	152401.6634
1188	152386.5417
1189	152375.3349
1190	152366.3681
1191	152366.1024
1192	152358.2518
1193	152339.8866
1194	152330.4447
1195	152330.3159
1196	152320.5399
1197	152312.6329
1198	152308.0814
1199	152295.5217
1200	152294.1049
1201	152276.8085
1202	152272.1489
1203	152270.293
1204	152260.155
1205	152235.8177
1206	152207.5478
1207	152201.9562
1208	152197.093
1209	152182.0918
1210	152175.6867
1211	152173.8527
1212	152154.4352
1213	152153.5849
1214	152140.4153
1215	152111.4276
1216	152109.6052
1217	152102.284
1218	152085.7199
1219	152077.7471
1220	152069.1088
1221	152057.0148
1222	152047.593
1223	152022.3038
1224	152017.4923
1225	151998.8637
1226	151995.6053
1227	151991.8803
1228	151975.7735
1229	151957.7652
1230	151951.5409
1231	151942.9025
1232	151937.4789
1233	151927.2188
1234	151918.348
1235	151908.7191
1236	151900.7556
1237	151900.4938
1238	151880.5212
1239	151864.1761
1240	151850.5071
1241	151841.933
1242	151839.2492
1243	151839.1209
1244	151835.5374
1245	151829.7089
1246	151819.9279
1247	151814.105
1248	151804.8376
1249	151800.7234
1250	151796.19
1251	151795.9375
1252	151787.8349
1253	151783.1297
1254	151775.4515
1255	151773.2303
1256	151767.8317
1257	151767.7174
1258	151763.7349
1259	151752.7024
1260	151752.3099
1261	151745.3267
1262	151744.3498
1263	151744.208
1264	151722.7206
1265	151710.6376
1266	151692.2136
1267	151675.8826
1268	151670.2052
1269	151652.3356
1270	151646.3453
1271	151623.6528
1272	151615.5688
1273	151606.614
1274	151596.8478
1275	151572.6026
1276	151566.6354
1277	151560.8844
1278	151556.0384
1279	151550.4354
1280	151530.2158
1281	151506.6414
1282	151481.3984
1283	151479.0239
1284	151477.0339
1285	151454.2879
1286	151453.2891
1287	151444.6982
1288	151444.5636
1289	151436.1387
1290	151418.6752
1291	151418.5404
1292	151402.4366
1293	151384.6372
1294	151372.3562
1295	151360.4356
1296	151360.4293
1297	151357.5427
1298	151335.0365
1299	151325.7646
1300	151307.8748
1301	151303.0417
1302	151302.7035
1303	151293.6732
1304	151287.0227
1305	151277.5693
1306	151257.8582
1307	151254.6797
1308	151235.3596
1309	151230.177
1310	151226.2735
1311	151207.6612
1312	151199.5492
1313	151199.1846
1314	151192.7115
1315	151182.0521
1316	151181.2263
1317	151179.5231
1318	151170.3249
1319	151154.3615
1320	151150.951
1321	151143.3428
1322	151140.3689
1323	151131.7507
1324	151122.9698
1325	151117.6504
1326	151108.3806
1327	151106.7457
1328	151105.7708
1329	151104.5187
1330	151098.7614
1331	151098.0306
1332	151097.6929
1333	151086.0152
1334	151072.9607
1335	151071.3497
1336	151068.5011
1337	151065.7819
1338	151056.5904
1339	151047.6433
1340	151042.3862
1341	151041.1718
1342	151032.9639
1343	151017.0011
1344	151005.1044
1345	150995.6793
1346	150992.9144
1347	150983.1195
1348	150980.5826
1349	150969.471
1350	150957.2664
1351	150940.5911
1352	150939.0191
1353	150935.0053
1354	150931.989
1355	150929.8835
1356	150926.8686
1357	150925.6926
1358	150906.5793
1359	150885.209
1360	150869.0886
1361	150867.5997
1362	150849.3965
1363	150840.6673
1364	150833.8457
1365	150831.5648
1366	150831.0202
1367	150823.7287
1368	150822.3219
1369	150805.1168
1370	150799.9954
1371	150796.8391
1372	150787.8303
1373	150782.8106
1374	150771.2879
1375	150770.9222
1376	150762.4
1377	150752.7123
1378	150751.5657
1379	150736.7629
1380	150735.6273
1381	150727.054
1382	150723.0716
1383	150699.2716
1384	150699.17
1385	150681.4293
1386	150665.7991
1387	150656.5794
1388	150655.2583
1389	150647.5173
1390	150639.0046
1391	150630.8163
1392	150614.5947
1393	150612.4731
1394	150601.7795
1395	150594.6664
1396	150580.1132
1397	150565.4556
1398	150563.2517
1399	150554.8272
1400	150540.2471
1401	150539.0291
1402	150533.1658
1403	150518.765
1404	150500.69
1405	150492.8372
1406	150488.2257
1407	150480.7703
1408	150467.1296
1409	150457.1535
1410	150455.5298
1411	150453.2678
1412	150442.9283
1413	150428.4419
1414	150408.6586
1415	150395.2637
1416	150379.7911
1417	150376.5898
1418	150359.9441
1419	150355.7157
1420	150353.5344
1421	150351.4715
1422	150337.2811
1423	150336.1802
1424	150335.0904
1425	150333.0648
1426	150322.6242
1427	150310.873
1428	150304.4084
1429	150288.2011
1430	150286.921
1431	150278.8793
1432	150266.4193
1433	150263.7104
1434	150261.5025
1435	150246.1757
1436	150242.2143
1437	150233.7212
1438	150222.8156
1439	150221.8355
1440	150218.2614
1441	150213.8778
1442	150197.4271
1443	150194.7995
1444	150192.2318
1445	150192.1461
1446	150191.0882
1447	150177.4923
1448	150177.2508
1449	150173.0033
1450	150159.2812
1451	150158.1463
1452	150139.0353
1453	150134.1852
1454	150128.335
1455	150117.3315
1456	150105.0524
1457	150103.8902
1458	150077.372
1459	150076.0344
1460	150071.3723
1461	150059.2857
1462	150059.1723
1463	150044.2621
1464	150037.376
1465	150029.3706
1466	150029.0031
1467	150024.2779
1468	150013.7024
1469	150012.5553
1470	150012.452
1471	150011.5722
1472	149995.8549
1473	149995.7101
1474	149990.7736
1475	149990.6801
1476	149980.8254
1477	149965.7969
1478	149965.3486
1479	149959.4152
1480	149952.6965
1481	149949.0196
1482	149942.5041
1483	149924.3064
1484	149923.2599
1485	149923.0045
1486	149915.5266
1487	149914.3558
1488	149895.5279
1489	149885.352
1490	149884.7586
1491	149880.7793
1492	149870.857
1493	149852.857
1494	149845.5834
1495	149816.7881
1496	149808.5315
1497	149804.913
1498	149800.3081
1499	149793.7237
