iter	Passed	Remaining
1672	12980	6416
1673	12989	6409
1674	12997	6401
1675	13004	6393
1676	13013	6386
1677	13020	6378
1678	13028	6370
1679	13035	6362
1680	13043	6354
1681	13050	6346
1682	13057	6338
1683	13064	6330
1684	13072	6323
1685	13080	6315
1686	13088	6307
1687	13096	6300
1688	13106	6293
1689	13113	6285
1690	13120	6277
1691	13128	6269
1692	13134	6261
1693	13142	6253
1694	13150	6245
1695	13156	6236
1696	13164	6229
1697	13171	6221
1698	13179	6213
1699	13186	6205
1700	13193	6197
1701	13201	6189
1702	13209	6181
1703	13216	6173
1704	13224	6166
1705	13231	6158
1706	13238	6150
1707	13246	6142
1708	13254	6134
1709	13260	6126
1710	13268	6118
1711	13275	6110
1712	13282	6102
1713	13289	6094
1714	13296	6086
1715	13304	6078
1716	13312	6070
1717	13319	6062
1718	13326	6054
1719	13333	6046
1720	13340	6038
1721	13348	6030
1722	13355	6022
1723	13362	6014
1724	13371	6007
1725	13378	5999
1726	13385	5991
1727	13392	5983
1728	13399	5975
1729	13406	5967
1730	13414	5959
1731	13421	5951
1732	13429	5943
1733	13438	5936
1734	13446	5928
1735	13453	5920
1736	13460	5912
1737	13468	5905
1738	13476	5897
1739	13484	5889
1740	13493	5882
1741	13500	5874
1742	13507	5866
1743	13515	5858
1744	13523	5851
1745	13531	5843
1746	13538	5835
1747	13545	5827
1748	13553	5819
1749	13561	5811
1750	13568	5804
1751	13575	5795
1752	13583	5788
1753	13590	5780
1754	13599	5772
1755	13606	5764
1756	13613	5756
1757	13623	5749
1758	13632	5742
1759	13639	5734
1760	13646	5726
1761	13654	5719
1762	13661	5711
1763	13669	5703
1764	13677	5695
1765	13685	5688
1766	13694	5680
1767	13700	5672
1768	13707	5664
1769	13715	5656
1770	13724	5649
1771	13732	5641
1772	13739	5633
1773	13746	5625
1774	13753	5617
1775	13762	5610
1776	13770	5602
1777	13778	5595
1778	13786	5587
1779	13795	5580
1780	13803	5572
1781	13812	5565
1782	13819	5557
1783	13827	5549
1784	13835	5542
1785	13844	5534
1786	13851	5526
1787	13859	5518
1788	13866	5511
1789	13874	5503
1790	13881	5495
1791	13889	5487
1792	13897	5479
1793	13903	5471
1794	13910	5463
1795	13918	5455
1796	13926	5448
1797	13933	5440
1798	13941	5432
1799	13947	5424
1800	13954	5416
1801	13960	5407
1802	13970	5400
1803	13977	5392
1804	13985	5385
1805	13993	5377
1806	14001	5369
1807	14008	5361
1808	14015	5353
1809	14023	5345
1810	14030	5337
1811	14038	5330
1812	14045	5322
1813	14052	5314
1814	14059	5306
1815	14066	5298
1816	14074	5290
1817	14082	5282
1818	14092	5275
1819	14100	5268
1820	14107	5260
1821	14114	5252
1822	14122	5244
1823	14130	5237
1824	14138	5229
1825	14147	5222
1826	14154	5214
1827	14162	5206
1828	14170	5198
1829	14178	5190
1830	14186	5183
1831	14194	5175
1832	14202	5167
1833	14208	5159
1834	14215	5151
1835	14223	5143
1836	14231	5136
1837	14239	5128
1838	14247	5120
1839	14254	5113
1840	14262	5105
1841	14269	5097
1842	14277	5089
1843	14284	5081
1844	14293	5074
1845	14300	5066
1846	14308	5058
1847	14317	5051
1848	14325	5043
1849	14333	5035
1850	14339	5027
1851	14347	5020
1852	14355	5012
1853	14363	5004
1854	14370	4996
1855	14378	4989
1856	14386	4981
1857	14394	4973
1858	14401	4965
1859	14410	4958
1860	14417	4950
1861	14424	4942
1862	14432	4934
1863	14440	4926
1864	14447	4919
1865	14455	4911
1866	14462	4903
1867	14471	4896
1868	14479	4888
1869	14486	4880
1870	14493	4872
1871	14500	4864
1872	14506	4856
1873	14514	4848
1874	14520	4840
1875	14528	4832
1876	14535	4824
1877	14542	4816
1878	14549	4808
1879	14559	4801
1880	14570	4794
1881	14578	4787
1882	14589	4780
1883	14598	4773
1884	14609	4766
1885	14622	4760
1886	14629	4752
1887	14637	4744
1888	14644	4736
1889	14651	4728
1890	14659	4721
1891	14667	4713
1892	14674	4705
1893	14681	4697
1894	14689	4689
1895	14697	4681
1896	14704	4674
1897	14711	4666
1898	14719	4658
1899	14726	4650
1900	14735	4643
1901	14741	4634
1902	14749	4627
1903	14757	4619
1904	14764	4611
1905	14771	4603
1906	14780	4596
1907	14786	4587
1908	14795	4580
1909	14803	4572
1910	14810	4564
1911	14818	4557
1912	14826	4549
1913	14833	4541
1914	14841	4533
1915	14848	4525
1916	14856	4518
1917	14863	4510
1918	14870	4502
1919	14878	4494
1920	14886	4486
1921	14894	4479
1922	14901	4471
1923	14908	4463
1924	14916	4455
1925	14923	4447
1926	14930	4439
1927	14939	4432
1928	14947	4424
1929	14955	4416
1930	14963	4409
1931	14971	4401
1932	14978	4393
1933	14987	4386
1934	14994	4378
1935	15002	4370
1936	15010	4362
1937	15017	4355
1938	15025	4347
1939	15033	4339
1940	15041	4331
1941	15049	4324
1942	15056	4316
1943	15063	4308
1944	15070	4300
1945	15077	4292
1946	15084	4284
1947	15091	4276
1948	15099	4268
1949	15110	4261
1950	15118	4254
1951	15125	4246
1952	15132	4238
1953	15140	4230
1954	15147	4222
1955	15154	4214
1956	15162	4207
1957	15170	4199
1958	15177	4191
1959	15185	4183
1960	15193	4175
1961	15201	4168
1962	15209	4160
1963	15217	4152
1964	15224	4145
1965	15231	4137
1966	15238	4129
1967	15244	4121
1968	15252	4113
1969	15260	4105
1970	15266	4097
1971	15273	4089
1972	15280	4081
1973	15287	4073
1974	15294	4065
1975	15301	4057
1976	15308	4049
1977	15315	4041
1978	15323	4034
1979	15330	4026
1980	15338	4018
1981	15346	4010
1982	15354	4003
1983	15361	3995
1984	15368	3987
1985	15376	3979
1986	15384	3971
1987	15392	3964
1988	15400	3956
1989	15408	3948
1990	15417	3941
1991	15424	3933
1992	15431	3925
1993	15439	3917
1994	15447	3910
1995	15454	3902
1996	15461	3894
1997	15469	3886
1998	15478	3879
1999	15487	3871
2000	15494	3863
2001	15501	3856
2002	15508	3848
2003	15517	3840
2004	15524	3832
2005	15531	3824
2006	15538	3816
2007	15547	3809
2008	15554	3801
2009	15563	3794
2010	15571	3786
2011	15578	3778
2012	15585	3770
2013	15593	3762
2014	15601	3755
2015	15608	3747
2016	15616	3739
2017	15624	3731
2018	15632	3724
2019	15640	3716
2020	15647	3708
2021	15655	3700
2022	15663	3693
2023	15671	3685
2024	15678	3677
2025	15685	3669
2026	15694	3662
2027	15701	3654
2028	15709	3646
2029	15717	3638
2030	15724	3631
2031	15730	3623
2032	15738	3615
2033	15746	3607
2034	15754	3599
2035	15761	3592
2036	15768	3584
2037	15775	3576
2038	15783	3568
2039	15790	3560
2040	15798	3552
2041	15807	3545
2042	15814	3537
2043	15822	3529
2044	15829	3521
2045	15836	3513
2046	15843	3506
2047	15850	3498
2048	15858	3490
2049	15866	3482
2050	15873	3474
2051	15880	3467
2052	15889	3459
2053	15896	3451
2054	15903	3443
2055	15910	3435
2056	15916	3427
2057	15922	3419
2058	15929	3411
2059	15936	3404
2060	15944	3396
2061	15952	3388
2062	15959	3380
2063	15967	3373
2064	15976	3365
2065	15984	3357
2066	15992	3350
2067	16000	3342
2068	16007	3334
2069	16014	3326
2070	16021	3318
2071	16030	3311
2072	16037	3303
2073	16045	3295
2074	16053	3288
2075	16061	3280
2076	16067	3272
2077	16075	3264
2078	16081	3256
2079	16088	3248
2080	16096	3241
2081	16104	3233
2082	16112	3225
2083	16119	3217
2084	16127	3210
2085	16135	3202
2086	16143	3194
2087	16151	3186
2088	16158	3179
2089	16166	3171
2090	16172	3163
2091	16179	3155
2092	16188	3147
2093	16196	3140
2094	16204	3132
2095	16212	3124
2096	16220	3117
2097	16227	3109
2098	16235	3101
2099	16244	3094
2100	16251	3086
2101	16260	3078
2102	16267	3070
2103	16275	3063
2104	16283	3055
2105	16291	3047
2106	16298	3040
2107	16306	3032
2108	16314	3024
2109	16321	3016
2110	16328	3008
2111	16335	3000
2112	16341	2993
2113	16349	2985
2114	16357	2977
2115	16364	2969
2116	16372	2962
2117	16380	2954
2118	16387	2946
2119	16395	2938
2120	16402	2930
2121	16410	2923
2122	16417	2915
2123	16424	2907
2124	16432	2899
2125	16441	2892
2126	16448	2884
2127	16456	2876
2128	16464	2869
2129	16472	2861
2130	16480	2853
2131	16490	2846
2132	16497	2838
2133	16505	2830
2134	16511	2822
2135	16520	2815
2136	16528	2807
2137	16536	2799
2138	16545	2792
2139	16554	2784
2140	16561	2777
2141	16568	2769
2142	16575	2761
2143	16582	2753
2144	16590	2745
2145	16597	2737
2146	16604	2729
2147	16611	2722
2148	16619	2714
2149	16627	2706
2150	16634	2698
2151	16642	2691
2152	16648	2683
2153	16655	2675
2154	16661	2667
2155	16669	2659
2156	16677	2651
2157	16684	2644
2158	16691	2636
2159	16703	2629
2160	16710	2621
2161	16718	2613
2162	16725	2605
2163	16732	2598
2164	16740	2590
2165	16748	2582
2166	16755	2574
2167	16762	2567
2168	16769	2559
2169	16776	2551
2170	16783	2543
2171	16790	2535
2172	16798	2527
2173	16805	2520
2174	16812	2512
2175	16819	2504
2176	16826	2496
2177	16835	2488
2178	16842	2481
2179	16849	2473
2180	16857	2465
2181	16866	2458
2182	16873	2450
2183	16881	2442
2184	16888	2434
2185	16895	2426
2186	16903	2419
2187	16909	2411
2188	16916	2403
2189	16924	2395
2190	16932	2388
2191	16940	2380
2192	16946	2372
2193	16954	2364
2194	16962	2356
2195	16969	2349
2196	16977	2341
2197	16985	2333
2198	16993	2326
2199	17001	2318
2200	17008	2310
2201	17016	2302
2202	17023	2295
2203	17031	2287
2204	17039	2279
2205	17046	2271
2206	17053	2264
2207	17061	2256
2208	17069	2248
2209	17077	2240
2210	17085	2233
2211	17092	2225
2212	17101	2217
2213	17108	2210
2214	17117	2202
2215	17123	2194
2216	17132	2186
2217	17139	2179
2218	17146	2171
2219	17153	2163
2220	17161	2155
2221	17170	2148
2222	17177	2140
2223	17184	2132
2224	17191	2124
2225	17199	2117
2226	17207	2109
2227	17215	2101
2228	17222	2093
2229	17229	2086
2230	17237	2078
2231	17244	2070
2232	17252	2062
2233	17260	2055
2234	17267	2047
2235	17275	2039
2236	17282	2031
2237	17289	2024
2238	17297	2016
2239	17305	2008
2240	17313	2001
2241	17321	1993
2242	17329	1985
2243	17336	1977
2244	17343	1969
2245	17350	1962
2246	17357	1954
2247	17365	1946
2248	17373	1938
2249	17383	1931
2250	17391	1923
2251	17399	1916
2252	17407	1908
2253	17417	1900
2254	17425	1893
2255	17433	1885
2256	17439	1877
2257	17446	1869
2258	17455	1862
2259	17463	1854
2260	17470	1846
2261	17479	1839
2262	17488	1831
2263	17496	1823
2264	17503	1815
2265	17510	1808
2266	17519	1800
2267	17526	1792
2268	17534	1785
2269	17541	1777
2270	17548	1769
2271	17557	1761
2272	17564	1754
2273	17571	1746
2274	17579	1738
2275	17587	1730
2276	17594	1723
2277	17602	1715
2278	17609	1707
2279	17617	1699
2280	17625	1692
2281	17633	1684
2282	17640	1676
2283	17648	1669
2284	17656	1661
2285	17663	1653
2286	17671	1645
2287	17680	1638
2288	17687	1630
2289	17695	1622
2290	17703	1615
2291	17710	1607
2292	17718	1599
2293	17726	1591
2294	17732	1583
2295	17740	1576
2296	17748	1568
2297	17756	1560
2298	17763	1553
2299	17770	1545
2300	17778	1537
2301	17786	1529
2302	17793	1522
2303	17800	1514
2304	17808	1506
2305	17816	1498
2306	17824	1491
2307	17833	1483
2308	17841	1475
2309	17848	1468
2310	17856	1460
2311	17863	1452
2312	17870	1444
2313	17877	1437
2314	17886	1429
2315	17894	1421
2316	17902	1413
2317	17909	1406
2318	17917	1398
2319	17925	1390
2320	17932	1382
2321	17940	1375
2322	17947	1367
2323	17954	1359
2324	17961	1351
2325	17969	1344
2326	17977	1336
2327	17985	1328
2328	17992	1321
2329	18000	1313
2330	18008	1305
2331	18016	1297
2332	18024	1290
2333	18031	1282
2334	18038	1274
2335	18046	1266
2336	18053	1259
2337	18061	1251
2338	18069	1243
2339	18077	1236
2340	18085	1228
2341	18092	1220
2342	18101	1212
2343	18109	1205
2344	18117	1197
2345	18124	1189
2346	18132	1182
2347	18139	1174
2348	18148	1166
2349	18156	1158
2350	18164	1151
2351	18171	1143
2352	18180	1135
2353	18188	1128
2354	18195	1120
2355	18203	1112
2356	18210	1104
2357	18217	1097
2358	18225	1089
2359	18233	1081
2360	18242	1073
2361	18250	1066
2362	18257	1058
2363	18265	1050
2364	18272	1043
2365	18279	1035
2366	18286	1027
2367	18293	1019
2368	18300	1011
2369	18308	1004
2370	18316	996
2371	18323	988
2372	18331	981
2373	18338	973
2374	18346	965
2375	18353	957
2376	18365	950
2377	18372	942
2378	18381	934
2379	18389	927
2380	18396	919
2381	18404	911
2382	18412	904
2383	18420	896
2384	18427	888
2385	18435	880
2386	18442	873
2387	18451	865
2388	18459	857
2389	18467	849
2390	18476	842
2391	18484	834
2392	18492	826
2393	18500	819
2394	18509	811
2395	18517	803
2396	18522	795
2397	18530	788
2398	18538	780
2399	18545	772
2400	18552	764
2401	18560	757
2402	18567	749
2403	18575	741
2404	18582	734
2405	18589	726
2406	18596	718
2407	18604	710
2408	18612	703
2409	18620	695
2410	18624	687
2411	18632	679
2412	18640	672
2413	18648	664
2414	18655	656
2415	18662	648
2416	18669	641
2417	18677	633
2418	18685	625
2419	18693	617
2420	18700	610
2421	18708	602
2422	18715	594
2423	18722	587
2424	18729	579
2425	18737	571
2426	18745	563
2427	18753	556
2428	18761	548
2429	18769	540
2430	18776	532
2431	18784	525
2432	18791	517
2433	18799	509
2434	18807	502
2435	18814	494
2436	18822	486
2437	18829	478
2438	18836	471
2439	18843	463
2440	18849	455
2441	18856	447
2442	18864	440
2443	18872	432
2444	18879	424
2445	18886	416
2446	18893	409
2447	18901	401
2448	18908	393
2449	18916	386
2450	18924	378
2451	18931	370
2452	18939	362
2453	18947	355
2454	18954	347
2455	18962	339
2456	18969	331
2457	18976	324
2458	18983	316
2459	18991	308
2460	18999	301
2461	19007	293
2462	19015	285
2463	19022	277
2464	19029	270
2465	19036	262
2466	19044	254
2467	19051	247
2468	19058	239
2469	19066	231
2470	19073	223
2471	19080	216
2472	19086	208
2473	19094	200
2474	19101	192
2475	19109	185
2476	19117	177
2477	19124	169
2478	19132	162
2479	19139	154
2480	19148	146
2481	19154	138
2482	19162	131
2483	19170	123
2484	19178	115
2485	19186	108
2486	19193	100
2487	19200	92
2488	19207	84
2489	19215	77
2490	19223	69
2491	19229	61
2492	19236	54
2493	19243	46
2494	19250	38
2495	19257	30
2496	19265	23
2497	19272	15
2498	19280	7
2499	19289	0
