iter	RMSE
343	98409.76794
344	98390.29642
345	98368.1518
346	98334.60609
347	98317.86383
348	98303.68031
349	98287.99916
350	98251.82247
351	98232.47559
352	98199.13442
353	98184.27975
354	98167.98369
355	98149.57922
356	98138.37919
357	98119.84712
358	98091.98538
359	98068.34006
360	98047.68337
361	98036.65056
362	98010.63039
363	97978.12573
364	97973.58224
365	97932.47182
366	97901.34705
367	97868.20057
368	97853.87118
369	97827.54856
370	97786.68089
371	97781.71244
372	97757.23972
373	97724.92634
374	97705.15427
375	97689.89926
376	97661.45982
377	97637.52295
378	97626.75718
379	97612.14074
380	97604.14399
381	97585.73052
382	97576.01449
383	97572.27606
384	97550.48219
385	97542.31299
386	97523.24827
387	97515.00786
388	97502.13117
389	97476.2611
390	97460.03992
391	97440.78503
392	97425.53743
393	97424.7535
394	97409.41721
395	97395.53559
396	97373.08533
397	97350.12008
398	97341.18881
399	97321.26894
400	97308.61376
401	97297.40739
402	97277.17626
403	97267.4128
404	97248.02589
405	97231.79631
406	97226.19815
407	97219.92377
408	97206.17447
409	97180.48177
410	97159.61942
411	97136.68457
412	97123.25301
413	97093.80378
414	97076.55019
415	97068.23288
416	97060.75944
417	97036.92942
418	97004.80555
419	96999.38444
420	96995.69947
421	96985.26921
422	96971.53197
423	96947.82139
424	96933.43798
425	96932.63299
426	96922.95562
427	96922.15157
428	96905.94125
429	96885.35975
430	96876.98278
431	96843.93297
432	96829.37904
433	96813.7503
434	96803.86545
435	96778.57496
436	96776.18587
437	96744.65089
438	96739.42461
439	96721.20089
440	96719.66329
441	96707.96457
442	96707.31414
443	96692.86609
444	96679.27627
445	96660.47751
446	96651.48324
447	96630.41323
448	96614.04925
449	96588.22872
450	96563.37132
451	96549.54483
452	96547.80339
453	96525.41175
454	96511.24673
455	96492.49078
456	96479.50625
457	96446.89787
458	96430.42606
459	96418.41492
460	96411.57025
461	96403.65226
462	96391.27814
463	96376.80439
464	96369.34762
465	96352.07739
466	96349.29942
467	96337.78333
468	96326.6853
469	96314.7779
470	96302.04042
471	96289.15102
472	96289.11609
473	96278.58727
474	96271.31568
475	96255.60436
476	96246.57706
477	96228.88656
478	96223.33614
479	96220.51194
480	96213.21661
481	96203.917
482	96188.61176
483	96176.16913
484	96163.76
485	96144.88397
486	96133.51048
487	96122.4258
488	96119.61199
489	96118.99047
490	96112.81815
491	96100.55308
492	96086.57186
493	96080.3575
494	96073.6375
495	96060.61779
496	96034.52196
497	96023.82823
498	96014.01763
499	95988.94656
500	95984.84259
501	95980.33828
502	95957.28398
503	95951.64177
504	95940.58671
505	95940.54517
506	95927.29199
507	95916.43753
508	95915.8047
509	95909.44982
510	95900.59577
511	95889.76153
512	95872.93667
513	95866.08014
514	95856.80657
515	95849.8246
516	95849.20502
517	95844.37468
518	95833.34124
519	95824.86006
520	95813.19222
521	95812.72875
522	95812.32394
523	95802.38804
524	95801.72923
525	95791.9983
526	95776.68688
527	95769.14578
528	95754.74114
529	95734.25239
530	95733.99597
531	95733.42529
532	95710.67871
533	95701.10624
534	95686.68606
535	95674.90934
536	95659.70675
537	95658.57694
538	95654.15765
539	95654.01016
540	95653.77797
541	95648.96135
542	95640.38547
543	95631.14642
544	95614.642
545	95604.46832
546	95585.44591
547	95566.87805
548	95566.62395
549	95563.63255
550	95551.58462
551	95542.90817
552	95518.96645
553	95508.63587
554	95488.57141
555	95475.69632
556	95475.60459
557	95475.55943
558	95460.5384
559	95451.41215
560	95429.73589
561	95416.2747
562	95405.00675
563	95399.18895
564	95391.48908
565	95384.6113
566	95384.31223
567	95384.12142
568	95372.10861
569	95362.54728
570	95350.06567
571	95349.8846
572	95336.28202
573	95331.06442
574	95327.26924
575	95299.90029
576	95296.11735
577	95277.5338
578	95277.42339
579	95276.22566
580	95276.17856
581	95275.85008
582	95262.5261
583	95243.16311
584	95228.98911
585	95223.14169
586	95217.30403
587	95205.7336
588	95194.23225
589	95193.98476
590	95189.27801
591	95171.94947
592	95152.78257
593	95152.40289
594	95134.91225
595	95125.10802
596	95111.84068
597	95111.44166
598	95111.26938
599	95090.38631
600	95083.12446
601	95078.2694
602	95078.19924
603	95056.90052
604	95043.52852
605	95030.64935
606	95012.09078
607	94990.6992
608	94990.58189
609	94981.56396
610	94958.79017
611	94958.70317
612	94958.4016
613	94958.32628
614	94944.44758
615	94922.73737
616	94904.45216
617	94896.63004
618	94877.40721
619	94864.82589
620	94846.23545
621	94845.30311
622	94837.4135
623	94823.57498
624	94823.28755
625	94815.80415
626	94815.48761
627	94803.12184
628	94791.06579
629	94790.10179
630	94775.07577
631	94768.25699
632	94750.02991
633	94749.22662
634	94733.88134
635	94733.63086
636	94714.60446
637	94698.93286
638	94692.05011
639	94687.7643
640	94663.37212
641	94644.82051
642	94639.41095
643	94620.81306
644	94599.75126
645	94595.85856
646	94595.67985
647	94577.37525
648	94563.55283
649	94546.79157
650	94540.82669
651	94517.58868
652	94508.74908
653	94493.07821
654	94492.00614
655	94482.15883
656	94467.74654
657	94467.43348
658	94451.82075
659	94445.51126
660	94440.73592
661	94427.95305
662	94406.8968
663	94400.9501
664	94400.87108
665	94384.81063
666	94377.17677
667	94377.09084
668	94367.89635
669	94348.21343
670	94332.63801
671	94313.60732
672	94313.43554
673	94298.57774
674	94298.51288
675	94292.50389
676	94285.12083
677	94279.65707
678	94259.84331
679	94245.72332
680	94225.52229
681	94209.86615
682	94204.58445
683	94204.20299
684	94203.903
685	94197.52132
686	94196.94348
687	94196.78896
688	94195.89365
689	94175.94738
690	94174.95927
691	94159.26929
692	94159.20041
693	94146.60026
694	94119.80533
695	94106.06244
696	94105.17446
697	94105.02619
698	94084.60742
699	94084.03193
700	94062.15089
701	94058.46784
702	94045.17076
703	94040.65355
704	94023.60455
705	94010.37693
706	93994.01404
707	93990.7952
708	93985.92914
709	93974.16539
710	93973.29747
711	93972.37636
712	93961.14352
713	93953.9188
714	93940.17
715	93927.42802
716	93924.86747
717	93908.71111
718	93896.18268
719	93888.65391
720	93871.14317
721	93849.60933
722	93846.68574
723	93834.2933
724	93833.28239
725	93821.84743
726	93805.98664
727	93792.51075
728	93783.90192
729	93783.83509
730	93778.37123
731	93767.99591
732	93754.34254
733	93740.12985
734	93725.97324
735	93724.97415
736	93706.0695
737	93692.51356
738	93676.94119
739	93663.91163
740	93654.93415
741	93654.41586
742	93644.90145
743	93629.94239
744	93628.79268
745	93622.60575
746	93622.53382
747	93612.13331
748	93604.66059
749	93598.37764
750	93580.60805
751	93579.07888
752	93566.00497
753	93565.64173
754	93565.61563
755	93564.55844
756	93564.11888
757	93563.74424
758	93563.72001
759	93543.47737
760	93543.38832
761	93535.57785
762	93531.6863
763	93531.298
764	93528.06847
765	93525.46988
766	93504.56526
767	93503.37363
768	93489.96745
769	93473.71742
770	93472.16712
771	93471.2886
772	93449.10758
773	93439.87952
774	93428.37054
775	93426.15716
776	93425.48011
777	93411.28701
778	93405.4793
779	93391.8649
780	93377.00547
781	93370.19085
782	93369.50471
783	93365.35022
784	93365.0456
785	93344.87714
786	93331.85277
787	93323.85829
788	93318.20723
789	93317.27974
790	93306.00931
791	93305.37168
792	93281.23226
793	93280.74309
794	93280.00395
795	93267.847
796	93250.2332
797	93249.45052
798	93249.03909
799	93232.54231
800	93213.95964
801	93203.25785
802	93202.1286
803	93201.51348
804	93200.99614
805	93196.52432
806	93195.94175
807	93195.35441
808	93194.71243
809	93177.107
810	93176.5191
811	93175.93996
812	93174.56545
813	93165.80183
814	93165.16072
815	93164.99824
816	93164.85347
817	93158.79064
818	93158.22568
819	93156.97073
820	93156.4045
821	93155.53037
822	93143.13795
823	93134.60843
824	93122.34236
825	93119.24099
826	93119.12714
827	93118.41528
828	93117.54554
829	93116.57233
830	93104.57203
831	93104.073
832	93090.58827
833	93077.38556
834	93076.6467
835	93065.39635
836	93064.96723
837	93064.43209
838	93064.02546
839	93063.73316
840	93052.39664
841	93050.84173
842	93050.30555
843	93034.8279
844	93023.66958
845	93019.89245
846	93019.40712
847	93015.24878
848	93015.13874
849	92996.55415
850	92994.5074
851	92994.34233
852	92993.93998
853	92993.51831
854	92973.61733
855	92972.56756
856	92971.98116
857	92969.0126
858	92968.51891
859	92957.99829
860	92949.95784
861	92949.14461
862	92939.13539
863	92939.00638
864	92938.6037
865	92937.82365
866	92934.47033
867	92925.73109
868	92911.91877
869	92905.23963
870	92905.11278
871	92903.88572
872	92897.86906
873	92897.14872
874	92896.38709
875	92894.87285
876	92894.55132
877	92894.42187
878	92893.81818
879	92892.85469
880	92892.37463
881	92873.12964
882	92872.79614
883	92860.63035
884	92860.28937
885	92859.34331
886	92854.91807
887	92854.40663
888	92853.75244
889	92847.29508
890	92846.96438
891	92845.99625
892	92845.37809
893	92845.00395
894	92844.25851
895	92834.86151
896	92834.51335
897	92823.85385
898	92823.061
899	92822.75994
900	92822.21731
901	92821.71981
902	92821.53203
903	92820.40295
904	92817.22385
905	92800.76377
906	92799.47926
907	92796.21741
908	92795.80292
909	92788.77313
910	92781.2161
911	92780.88276
912	92780.42466
913	92773.92994
914	92773.28205
915	92772.39773
916	92772.163
917	92771.8275
918	92769.50601
919	92757.65231
920	92756.98385
921	92747.94072
922	92747.23322
923	92735.20359
924	92734.2386
925	92733.72441
926	92727.32798
927	92719.73338
928	92704.02228
929	92697.45448
930	92696.36823
931	92678.6384
932	92678.31043
933	92677.50906
934	92676.39893
935	92667.54165
936	92666.07
937	92657.41419
938	92648.31227
939	92647.85634
940	92634.50727
941	92621.54175
942	92621.44323
943	92620.7986
944	92620.57227
945	92610.34456
946	92605.63034
947	92597.5552
948	92597.29247
949	92596.7563
950	92585.43694
951	92584.83365
952	92584.42948
953	92566.88415
954	92566.38436
955	92559.42296
956	92558.9941
957	92550.40996
958	92550.0964
959	92548.78272
960	92542.61388
961	92538.08554
962	92521.64648
963	92514.80229
964	92514.11089
965	92507.38233
966	92506.93732
967	92502.88131
968	92502.70719
969	92502.21727
970	92486.52669
971	92486.36184
972	92485.99593
973	92472.73946
974	92471.44265
975	92470.96246
976	92466.94797
977	92449.74707
978	92448.79858
979	92448.61702
980	92445.33632
981	92437.27786
982	92421.64986
983	92421.12629
984	92411.77604
985	92411.12208
986	92404.44347
987	92397.52308
988	92397.2516
989	92390.54536
990	92375.73459
991	92375.4481
992	92375.03938
993	92359.16225
994	92350.40761
995	92350.25939
996	92348.79411
997	92331.21711
998	92320.0756
999	92319.42925
1000	92303.67408
1001	92303.18551
1002	92302.33895
1003	92301.88315
1004	92301.44522
1005	92300.1846
1006	92299.92482
1007	92299.83514
1008	92299.02529
1009	92292.62091
1010	92292.00226
1011	92291.54646
1012	92284.0956
1013	92283.36547
1014	92282.02221
1015	92281.39656
1016	92260.42224
1017	92244.40414
1018	92244.14971
1019	92243.82512
1020	92240.16046
1021	92214.74611
1022	92213.79478
1023	92213.3614
1024	92212.18979
1025	92203.8642
1026	92192.50566
1027	92191.67004
1028	92180.18209
1029	92167.53694
1030	92157.22355
1031	92152.58385
1032	92144.72542
1033	92144.32745
1034	92143.87433
1035	92139.76898
1036	92138.61302
1037	92129.43755
1038	92105.7691
1039	92104.95456
1040	92091.90522
1041	92084.69128
1042	92084.15202
1043	92083.85473
1044	92083.07546
1045	92077.85012
1046	92077.52822
1047	92077.02073
1048	92076.61956
1049	92076.20334
1050	92074.67908
1051	92073.93637
1052	92061.6843
1053	92045.38197
1054	92028.98451
1055	92027.99123
1056	92019.23419
1057	92005.30357
1058	92004.50403
1059	91992.34918
1060	91987.0176
1061	91975.75827
1062	91975.37115
1063	91974.74272
1064	91968.58705
1065	91967.22029
1066	91966.84026
1067	91966.03244
1068	91956.96868
1069	91956.33218
1070	91950.27017
1071	91943.2483
1072	91926.87384
1073	91922.71454
1074	91913.65585
1075	91913.11297
1076	91913.02497
1077	91911.82168
1078	91911.42285
1079	91910.80784
1080	91910.35927
1081	91903.79348
1082	91903.69172
1083	91902.53421
1084	91902.44724
1085	91900.54513
1086	91900.17103
1087	91897.78774
1088	91896.6791
1089	91882.29175
1090	91880.44565
1091	91880.03763
1092	91877.41723
1093	91877.13497
1094	91866.66444
1095	91842.43111
1096	91842.05427
1097	91839.9382
1098	91837.61065
1099	91836.83627
1100	91826.37861
1101	91821.39256
1102	91811.6552
1103	91811.50893
1104	91810.06791
1105	91809.5164
1106	91808.84678
1107	91808.51318
1108	91804.92726
1109	91804.58856
1110	91803.99332
1111	91788.43858
1112	91773.25811
1113	91761.23523
1114	91761.03973
1115	91739.99644
1116	91726.40306
1117	91726.10649
1118	91724.17588
1119	91717.87291
1120	91707.23071
1121	91692.99287
1122	91688.97291
1123	91685.91868
1124	91679.14818
1125	91678.35662
1126	91660.85968
1127	91646.28436
1128	91635.71691
1129	91635.47664
1130	91625.45509
1131	91624.94187
1132	91603.75548
1133	91603.53981
1134	91593.71211
1135	91587.20224
1136	91586.2086
1137	91582.34139
1138	91569.56413
1139	91559.67056
1140	91559.32894
1141	91543.53728
1142	91543.18461
1143	91534.01433
1144	91533.48181
1145	91533.17275
1146	91532.99125
1147	91531.49737
1148	91529.60495
1149	91529.40172
1150	91514.4943
1151	91506.73401
1152	91497.0345
1153	91496.95032
1154	91496.61601
1155	91492.48859
1156	91478.17138
1157	91476.93051
1158	91466.40899
1159	91464.66077
1160	91463.84763
1161	91455.447
1162	91445.17772
1163	91430.62306
1164	91430.30177
1165	91420.21026
1166	91416.66131
1167	91405.81431
1168	91399.70707
1169	91399.60825
1170	91399.27707
1171	91396.39236
1172	91389.41827
1173	91383.27656
1174	91382.30754
1175	91372.25463
1176	91372.15617
1177	91371.68546
1178	91370.8871
1179	91370.61463
1180	91357.14685
1181	91356.48262
1182	91347.58456
1183	91332.6794
1184	91321.5979
1185	91316.48767
1186	91301.60966
1187	91301.3679
1188	91301.08687
1189	91300.68319
1190	91300.26095
1191	91299.06284
1192	91293.38402
1193	91288.81888
1194	91274.52613
1195	91260.05589
1196	91256.09346
1197	91244.45373
1198	91240.28617
1199	91239.60166
1200	91233.44307
1201	91211.84553
1202	91210.25828
1203	91210.06798
1204	91203.63629
1205	91203.46253
1206	91203.16696
1207	91198.03917
1208	91190.83389
1209	91190.52651
1210	91187.57476
1211	91187.08159
1212	91186.48346
1213	91186.19729
1214	91180.64522
1215	91175.13497
1216	91165.16048
1217	91161.05283
1218	91147.39176
1219	91136.2058
1220	91130.16781
1221	91129.13021
1222	91119.91294
1223	91108.29079
1224	91105.75152
1225	91094.99805
1226	91093.21332
1227	91083.06049
1228	91082.4692
1229	91081.8174
1230	91073.73104
1231	91072.75411
1232	91062.99998
1233	91061.25263
1234	91054.54399
1235	91044.98042
1236	91039.94723
1237	91036.21612
1238	91028.39328
1239	91028.31682
1240	91009.85268
1241	91006.03912
1242	91005.4066
1243	91004.13176
1244	91003.17019
1245	90983.0389
1246	90982.51475
1247	90975.92583
1248	90975.63047
1249	90975.5424
1250	90975.28545
1251	90975.10458
1252	90974.68809
1253	90970.17051
1254	90959.79567
1255	90950.86065
1256	90950.02737
1257	90949.71585
1258	90940.98481
1259	90939.64048
1260	90928.33758
1261	90927.22302
1262	90926.2797
1263	90924.48136
1264	90924.27921
1265	90920.79367
1266	90920.22907
1267	90912.24916
1268	90910.87385
1269	90909.34005
1270	90908.98209
1271	90903.60845
1272	90889.41789
1273	90881.47417
1274	90878.9811
1275	90866.2063
1276	90866.04203
1277	90854.68752
1278	90849.09841
1279	90836.74928
1280	90827.90319
1281	90826.73014
1282	90821.46143
1283	90816.25714
1284	90811.37105
1285	90810.89278
1286	90810.6871
1287	90805.54746
1288	90804.58574
1289	90804.42148
1290	90804.06294
1291	90793.44224
1292	90782.78883
1293	90782.37732
1294	90782.27988
1295	90781.73032
1296	90777.186
1297	90775.93892
1298	90770.53104
1299	90770.3353
1300	90767.62776
1301	90760.50887
1302	90757.04145
1303	90743.75264
1304	90741.78163
1305	90738.89686
1306	90728.0238
1307	90716.35602
1308	90701.85855
1309	90701.1716
1310	90696.50965
1311	90692.06666
1312	90689.30194
1313	90677.59077
1314	90664.66633
1315	90658.42634
1316	90651.21366
1317	90637.17794
1318	90634.4941
1319	90630.2858
1320	90627.35867
1321	90620.37344
1322	90611.45736
1323	90611.21859
1324	90604.92513
1325	90592.15431
1326	90584.82482
1327	90569.91262
1328	90569.40441
1329	90563.07229
1330	90560.54842
1331	90560.19037
1332	90557.8996
1333	90552.70602
1334	90541.40564
1335	90534.06972
1336	90532.09792
1337	90530.59483
1338	90529.90175
1339	90518.29456
1340	90516.19423
1341	90515.34695
1342	90514.47552
1343	90503.1565
1344	90502.94219
1345	90497.86831
1346	90489.33135
1347	90476.38324
1348	90472.15621
1349	90457.50628
1350	90445.33417
1351	90442.04425
1352	90429.04643
1353	90415.74962
1354	90411.57953
1355	90399.96667
1356	90398.01736
1357	90393.29118
1358	90391.68562
1359	90383.79885
1360	90383.24262
1361	90370.11952
1362	90365.66933
1363	90363.75465
1364	90361.35966
1365	90348.48114
1366	90344.29762
1367	90338.95179
1368	90324.62265
1369	90317.13757
1370	90315.2884
1371	90313.42123
1372	90308.30184
1373	90308.11514
1374	90306.54143
1375	90306.23603
1376	90303.95314
1377	90285.64568
1378	90272.41046
1379	90265.49271
1380	90257.34604
1381	90251.43514
1382	90250.83474
1383	90247.50088
1384	90242.21091
1385	90241.67992
1386	90229.9633
1387	90220.38076
1388	90218.16931
1389	90216.09956
1390	90213.39446
1391	90202.61528
1392	90200.68202
1393	90199.92092
1394	90195.58428
1395	90193.15788
1396	90192.97222
1397	90182.38867
1398	90171.77249
1399	90171.32521
1400	90171.26904
1401	90168.14395
1402	90167.98414
1403	90167.31337
1404	90165.5785
1405	90156.21771
1406	90147.68306
1407	90138.07888
1408	90136.20579
1409	90127.58933
1410	90126.95897
1411	90116.38916
1412	90114.39599
1413	90112.095
1414	90111.79645
1415	90106.7426
1416	90086.44123
1417	90086.37217
1418	90082.91637
1419	90076.16189
1420	90068.17907
1421	90053.18694
1422	90027.84243
1423	90026.47799
1424	90016.91435
1425	90016.67955
1426	90013.53486
1427	90011.49775
1428	90010.57139
1429	90006.36117
1430	90002.20943
1431	89998.73681
1432	89995.32853
1433	89984.08025
1434	89973.18733
1435	89967.15662
1436	89963.15638
1437	89957.1291
1438	89952.40442
1439	89952.21327
1440	89942.52965
1441	89939.49554
1442	89924.18634
1443	89923.27928
1444	89918.70538
1445	89914.68527
1446	89896.82823
1447	89889.98847
1448	89885.79761
1449	89885.11797
1450	89881.02686
1451	89862.47249
1452	89861.97657
1453	89861.86911
1454	89861.7054
1455	89859.76481
1456	89858.11468
1457	89852.19199
1458	89843.68899
1459	89840.38985
1460	89835.77699
1461	89827.38815
1462	89827.0439
1463	89816.67837
1464	89814.77515
1465	89812.63157
1466	89801.53198
1467	89796.07081
1468	89789.69929
1469	89789.41304
1470	89784.83549
1471	89783.22583
1472	89773.64575
1473	89759.83318
1474	89759.62215
1475	89749.41802
1476	89741.00287
1477	89733.06837
1478	89732.75279
1479	89720.6822
1480	89715.41499
1481	89713.68077
1482	89712.92877
1483	89707.67614
1484	89704.35245
1485	89702.50358
1486	89700.57722
1487	89700.42924
1488	89694.77783
1489	89693.21971
1490	89692.46202
1491	89686.1869
1492	89681.42036
1493	89679.39922
1494	89674.73134
1495	89667.17707
1496	89665.09444
1497	89664.94797
1498	89651.1819
1499	89631.97412
1500	89629.93882
1501	89616.5183
1502	89598.09781
1503	89594.42163
1504	89585.23117
1505	89584.73034
1506	89584.43216
1507	89573.57827
1508	89563.79902
1509	89552.5729
1510	89546.90466
1511	89546.35039
1512	89546.17372
1513	89545.90372
1514	89545.37022
1515	89545.19718
1516	89540.64242
1517	89539.81918
1518	89539.08163
1519	89538.81648
1520	89538.64733
1521	89529.20778
1522	89523.27476
1523	89510.6208
1524	89503.17519
1525	89502.88532
1526	89497.9681
1527	89496.75239
1528	89494.76369
1529	89492.23758
1530	89474.5213
1531	89474.1502
1532	89471.9659
1533	89467.45053
1534	89455.80846
1535	89449.78462
1536	89441.43938
1537	89423.60026
1538	89423.36765
1539	89420.17089
1540	89410.78857
1541	89404.92207
1542	89396.27924
1543	89392.45038
1544	89382.39188
1545	89382.18532
1546	89379.87515
1547	89372.35916
1548	89364.29454
1549	89350.47828
1550	89349.54457
1551	89347.63163
1552	89346.21622
1553	89335.21922
1554	89327.78254
1555	89313.47363
1556	89296.44776
1557	89292.01665
1558	89289.57449
1559	89281.82243
1560	89273.84988
1561	89267.48668
1562	89254.51734
1563	89254.32313
1564	89249.47983
1565	89238.71804
1566	89229.92491
1567	89225.79539
1568	89224.61655
1569	89217.78058
1570	89210.77908
1571	89208.82398
1572	89202.77154
1573	89196.85728
1574	89190.809
1575	89190.58111
1576	89181.36297
1577	89181.03166
1578	89164.0677
1579	89158.10407
1580	89157.92722
1581	89152.11683
1582	89141.5019
1583	89140.20999
1584	89133.48632
1585	89128.6494
1586	89124.41544
1587	89117.06639
1588	89110.65543
1589	89104.54168
1590	89099.07688
1591	89092.94251
1592	89087.29833
1593	89083.60698
1594	89082.09933
1595	89066.88938
1596	89056.03799
1597	89052.28883
1598	89046.14489
1599	89045.04098
1600	89038.8353
1601	89033.71437
1602	89031.93759
1603	89026.91545
1604	89019.86049
1605	89017.78265
1606	89017.49069
1607	89012.85209
1608	89011.53856
1609	89010.3503
1610	89010.19868
1611	89006.69325
1612	89001.14874
1613	88995.93376
1614	88991.40769
1615	88989.91644
1616	88982.19496
1617	88981.88036
1618	88981.72696
1619	88981.08831
1620	88977.71344
1621	88975.8012
1622	88970.77143
1623	88962.44627
1624	88949.42345
1625	88948.10239
1626	88946.79448
1627	88941.10053
1628	88940.64985
1629	88931.25918
1630	88930.66119
1631	88923.47493
1632	88916.51452
1633	88908.97849
1634	88900.20005
1635	88890.57574
1636	88884.12104
1637	88878.87552
1638	88875.12866
1639	88871.79777
1640	88861.96275
1641	88860.09282
1642	88859.88809
1643	88850.1937
1644	88850.05253
1645	88848.88296
1646	88836.66949
1647	88832.62536
1648	88831.16655
1649	88822.57118
1650	88818.68916
1651	88811.32121
1652	88806.71952
1653	88802.97741
1654	88798.29617
1655	88793.91214
1656	88788.88004
1657	88783.87725
1658	88783.49955
1659	88778.09924
1660	88765.46819
1661	88764.99781
1662	88760.45198
1663	88752.14194
1664	88746.63128
1665	88743.09281
1666	88735.23611
1667	88730.41065
1668	88720.14266
1669	88705.02478
