,price,status,add_attr,state,lat,long,bath,bed,living,lot_a,fireplace,parking,covered,garage,total_spaces,subtype,year,sewer,water,app,heating,cooling,stories,materials,roof,foundation,interior
3033,303000,4,1,4,33.336696999999994,-111.98319,2,3,1430,3807.0,1,1,2,2,6,1,1983,1,1,4,1,1,1.0,0,4,4,0
3034,599000,4,1,4,33.785854,-112.11266,3,4,2682,8685.0,1,1,2,2,2,1,1978,1,1,4,1,1,1.0,0,4,4,0
3035,350000,6,1,6,33.562884999999994,-112.13008,2,3,1710,7993.0,1,1,2,2,4,1,2022,1,1,6,1,1,1.0,0,6,6,0
3036,355000,4,1,4,33.41069,-112.19383,2,3,1258,5100.0,1,1,1,1,5,1,1960,1,1,4,1,1,1.0,0,4,4,0
3037,460000,4,1,4,33.648567,-112.14284,3,4,1902,9539.64,1,1,2,2,4,1,2001,1,1,4,1,1,1.0,0,4,4,0
3038,400000,4,1,4,33.661713,-112.10739,2,3,3000,9365.4,1,1,2,2,4,1,1979,1,1,4,1,1,1.0,0,4,4,0
3039,200000,4,1,4,33.574946999999995,-112.05939,2,2,717,11037.00001536,2,1,1,1,3,1,1977,1,1,4,1,1,1.0,0,4,4,0
3040,385000,4,1,4,33.62155,-112.12445,2,4,1586,8248.0,1,1,2,2,2,1,2016,1,1,4,1,1,1.0,0,4,4,0
3041,359998,4,1,4,33.655407000000004,-112.0181,2,3,1260,8032.0,1,1,1,1,3,1,1963,1,1,4,1,1,1.0,0,4,4,0
3042,330000,4,1,4,33.391838,-112.08664,2,3,1397,7361.64,1,1,1,1,2,1,1995,1,1,4,1,1,1.0,0,4,4,0
3043,495000,4,1,4,33.589009999999995,-112.01449,2,3,1721,8886.24,1,1,2,2,2,1,2000,1,1,4,1,1,1.0,0,4,4,0
3045,395000,4,1,4,33.382668,-112.14781,3,4,2103,3750.0,3,0,4,4,4,1,1926,1,1,4,1,1,1.0,0,4,4,0
3046,395000,4,1,4,33.619625,-111.99812,2,2,986,5793.48,1,1,2,2,4,1,2004,1,1,4,1,1,2.0,0,4,4,0
3048,584999,4,1,4,33.48527,-112.079636,2,3,1437,7013.16,1,1,4,4,8,1,2022,1,1,4,1,1,1.0,0,4,4,0
3049,379000,4,1,4,33.540462,-112.13241,2,3,1773,6900.0,1,1,2,1,4,1,1954,1,1,4,1,1,1.0,0,4,4,0
3050,649998,4,1,4,33.48745,-111.993004,4,5,3247,6273.0,1,1,2,1,4,1,1959,1,1,4,1,1,1.0,0,4,4,0
3051,347000,6,1,6,33.46334,-112.053535,2,3,1318,7500.0,1,1,2,2,4,1,2022,1,1,6,1,1,2.0,0,6,6,0
3052,360000,4,1,4,33.689053,-112.12248,3,3,1529,3092.76,1,1,1,1,4,1,1925,1,1,4,1,1,1.0,0,4,4,0
3053,629000,4,1,4,33.3536,-111.99245,2,3,1930,8930.0,1,1,2,2,4,1,2003,1,1,4,1,1,2.0,0,4,4,0
3054,299900,4,1,4,33.386345,-112.03568,3,4,1227,6508.0,1,1,2,2,5,1,1979,1,1,4,1,1,1.0,0,4,4,0
3055,289999,4,1,4,33.470890000000004,-112.175095,2,4,1273,6185.52,1,1,1,1,2,1,1962,1,1,4,1,1,1.0,0,4,4,0
3056,469900,4,1,4,33.643803000000005,-112.0849,3,5,2158,7927.92,1,1,2,1,2,1,1973,1,1,4,1,1,1.0,0,4,4,0
3057,353999,4,1,4,33.396408,-111.995094,2,3,1368,5314.32,1,1,2,2,4,1,1977,1,1,4,1,1,1.0,0,4,4,0
3058,350000,4,1,4,33.38524,-112.046165,2,4,1255,7231.0,1,1,2,2,4,1,2004,1,1,4,1,1,1.0,0,4,4,0
3059,760000,4,1,4,33.62219,-112.086075,2,4,2038,10105.92,1,1,2,2,4,1,1985,1,1,4,1,1,1.0,0,4,4,0
3060,399900,4,1,4,33.637596,-112.12527,2,4,1921,8152.0,1,0,2,2,2,1,1971,1,1,4,1,1,1.0,0,4,4,0
3061,650000,4,1,4,33.555965,-112.07444,3,3,2175,4617.36,1,1,2,2,4,1,1979,1,1,4,1,1,1.0,0,4,4,0
3062,515000,4,1,4,33.61334,-112.00165,2,3,1240,6403.32,1,0,2,2,4,1,1984,1,1,4,1,1,2.0,0,4,4,0
3063,408000,4,1,4,33.681976,-112.12367,2,3,1395,4268.88,1,1,2,2,4,1,1970,1,1,4,1,1,1.0,0,4,4,0
3064,198000,4,1,4,33.448418,-112.116165,2,3,1650,6969.6,1,1,2,2,4,1,1997,1,1,4,1,1,1.0,0,4,4,0
3065,375000,4,1,4,33.474174,-112.04582,2,2,1002,7625.0,1,1,2,1,2,1,1946,1,1,4,1,1,1.0,0,4,4,0
3066,1100000,4,1,4,33.59745,-111.95898,3,4,2420,15725.16,1,1,1,1,3,1,1940,1,1,4,1,0,1.0,0,4,4,0
3068,269995,4,1,4,33.44715,-112.11889,1,2,790,7897.0,1,1,2,2,4,1,2023,1,1,4,1,1,3.0,0,4,4,0
3069,329000,4,1,4,33.4895,-112.23957,2,4,1390,7361.64,1,1,2,1,2,1,1942,1,1,4,1,1,1.0,0,4,4,0
3070,549900,4,1,4,33.72835,-112.203026,2,4,2078,9022.0,1,1,2,2,4,1,1979,1,1,4,1,1,1.0,0,4,4,0
3071,499000,4,1,4,33.36817,-112.14769,3,3,2297,7463.0,1,1,2,2,4,1,2001,1,1,4,1,1,1.0,0,4,4,0
3073,679900,4,1,4,33.628265,-112.0689,3,4,3045,14374.8,1,1,2,2,4,1,1977,1,1,4,1,1,1.0,0,4,4,0
3074,444900,4,1,4,33.608025,-112.14626,2,3,1895,8319.96,1,1,2,2,4,1,1979,1,1,4,1,1,1.0,0,4,4,0
3075,609995,4,1,4,33.412804,-112.22298,3,4,2398,7320.0,1,1,2,2,5,1,1980,1,1,4,1,1,1.0,0,4,4,0
3076,329000,4,1,4,33.500076,-112.288635,2,3,1331,7383.0,1,1,3,3,3,1,2022,1,1,4,1,1,1.0,0,4,4,0
3077,450000,4,1,4,33.562878000000005,-112.08835,3,4,2025,14688.000015479998,1,1,2,1,2,1,1978,1,1,4,1,1,1.0,0,4,4,0
3078,355000,4,1,4,33.578144,-112.1415,2,4,1938,9060.48,1,1,3,3,6,1,1958,1,1,4,1,1,1.0,0,4,4,0
3079,375000,4,1,4,33.47673,-112.05013,1,2,796,6316.2,1,1,2,2,6,1,1972,1,1,4,1,1,1.0,0,4,4,0
3080,655000,4,1,4,33.360645,-112.15382,4,5,3706,9675.0,1,1,1,1,3,1,1945,1,1,4,1,1,1.0,0,4,4,0
3081,327000,4,1,4,33.4462,-112.105576,2,4,1423,7013.16,1,1,3,3,6,1,2005,1,1,4,1,1,2.0,0,4,4,0
3082,750000,4,1,4,33.466995000000004,-112.07737,2,2,1565,7640.0,1,1,2,1,4,1,1946,1,1,4,1,1,1.0,0,4,4,0
3083,399999,4,1,4,33.648304,-112.02708,2,3,1522,6988.0,1,1,2,2,3,1,1926,1,1,4,1,1,1.0,0,4,4,0
3084,635000,4,1,4,33.308758000000005,-112.06519,2,3,1996,8076.0,1,1,2,2,4,1,1980,1,1,4,1,1,1.0,0,4,4,0
3085,925000,4,1,4,33.49058,-112.00779,3,4,2359,13687.000014599998,1,1,2,2,2,1,1994,1,1,4,1,1,1.0,0,4,4,0
3086,870000,4,1,4,33.370914,-112.033615,4,4,2533,16816.00001796,1,1,2,2,4,1,1950,1,1,4,1,1,1.0,0,4,4,0
3087,1149900,4,1,4,33.489765000000006,-112.004555,4,5,2674,12980.88,1,1,2,2,4,1,2019,1,1,4,1,1,1.0,0,4,4,0
3088,250000,4,1,4,33.4674,-112.20097,2,5,1652,7688.0,1,1,2,2,8,1,2022,1,1,4,1,1,1.0,0,4,4,0
3089,435000,4,1,4,33.36477,-112.08361,4,4,3188,6621.12,1,0,2,2,2,1,1971,1,1,4,0,1,1.0,0,4,4,0
3090,339900,4,1,4,33.372143,-112.17635,3,3,2121,8852.0,1,1,3,3,3,1,2003,1,1,4,1,1,2.0,0,4,4,0
3091,419900,4,1,4,33.38382,-112.142685,2,4,2112,7927.92,1,1,2,2,4,1,2004,1,1,4,1,1,2.0,0,4,4,0
3092,269000,4,1,4,33.41093,-112.076195,1,2,678,9975.24,1,1,2,2,4,1,2002,1,1,4,1,1,1.0,0,4,4,0
3094,349900,4,1,4,33.539055,-112.12926000000002,3,3,1470,2238.0,2,0,3,3,11,1,1986,1,1,4,1,1,2.0,0,4,4,0
3095,535000,6,1,6,33.653940000000006,-111.98583,3,3,1748,3876.84,1,1,2,1,2,1,2018,1,1,6,1,1,2.0,0,6,6,0
3096,580000,4,1,4,33.411840000000005,-112.211205,3,5,3174,10454.4,1,1,2,2,2,1,1987,1,1,4,1,1,2.0,0,4,4,0
3097,325000,4,1,4,33.376625,-112.197945,3,3,1275,2800.0,1,1,3,3,5,1,2006,1,1,4,1,1,2.0,0,4,4,0
3098,555000,4,1,4,33.64313,-112.14679,3,5,2453,8908.0,1,1,1,1,2,1,2005,1,1,4,1,1,2.0,0,4,4,0
3099,280000,4,1,4,33.522736,-112.12318,2,3,1092,6272.64,1,0,2,2,4,1,1978,1,1,4,1,1,1.0,0,4,4,0
3100,149999,4,1,4,33.442497,-112.13913,1,1,600,8102.16,1,1,1,1,1,1,1952,1,1,4,1,1,1.0,0,4,4,0
3101,312000,4,1,4,33.496548,-112.21523,2,3,1280,6708.24,1,1,2,1,2,1,1941,1,1,4,1,1,1.0,0,4,4,0
3102,549900,4,1,4,33.71372,-112.179146,3,5,2634,5009.4,1,1,2,1,2,1,1972,1,1,4,1,1,1.0,0,4,4,0
3103,997990,4,1,4,33.68675,-111.9527,4,5,3487,8958.557662412459,1,1,2,2,4,1,2012,1,1,4,1,1,2.0,0,4,4,0
3104,1700000,4,1,4,33.515095,-111.98309,5,5,3968,13743.00001008,1,1,2,2,4,1,1976,1,1,4,1,1,1.0,0,4,4,0
3106,330000,4,1,4,33.67373,-112.0905,2,2,936,7324.0,1,1,2,2,4,1,1974,1,1,4,1,1,1.0,0,4,4,0
3107,469000,4,1,4,33.609913,-111.99703999999998,2,4,1614,6758.0,1,1,1,1,1,1,1982,1,1,4,1,1,1.0,0,4,4,0
3108,565000,4,1,4,33.610558000000005,-112.01062,2,3,1700,7927.92,1,1,1,1,3,1,1971,1,1,4,1,1,1.0,0,4,4,0
3111,1350000,4,1,4,33.493523,-112.00972,3,4,2454,7230.96,1,1,2,2,8,1,1971,1,1,4,1,1,1.0,0,4,4,0
3112,286000,4,1,4,33.60481,-112.01238,2,4,1886,8161.0,1,1,2,2,4,1,2022,1,1,4,1,1,1.0,0,4,4,0
3114,370000,4,1,4,33.63385,-112.15442,2,3,1298,8624.88,1,1,3,3,6,1,1998,1,1,4,1,1,2.0,0,4,4,0
3115,365000,4,1,4,33.4775,-112.20874,2,3,1812,7758.0,1,1,2,2,4,1,1980,1,1,4,1,1,1.0,0,4,4,0
3117,900000,4,1,4,33.366295,-112.04283999999998,5,4,4123,11282.04,1,0,3,3,5,1,1990,1,1,4,1,1,2.0,0,4,4,0
3118,600000,4,1,4,33.586575,-111.996666,2,3,1876,10062.36,1,1,3,3,5,1,2006,1,1,4,1,1,2.0,0,4,4,0
3119,290000,4,1,4,33.527054,-112.14546,3,4,1838,6582.0,1,1,2,2,6,1,1968,1,1,4,1,1,1.0,0,4,4,0
3120,529500,4,1,4,33.343193,-111.98798,2,4,2079,6011.28,1,1,2,1,4,1,1957,1,1,4,1,1,1.0,0,4,4,0
3121,349000,4,1,4,33.673447,-112.0917,2,3,1120,10242.0,1,1,2,2,4,1,1991,1,1,4,1,1,1.0,0,4,4,0
3122,430000,4,1,4,33.47635,-111.99792,2,3,1231,6621.12,1,1,2,2,2,1,1980,1,1,4,1,1,1.0,0,4,4,0
3123,515000,4,1,4,33.64488,-112.146065,2,4,2069,8467.0,1,1,1,1,1,1,1955,1,1,4,1,1,1.0,0,4,4,0
3124,400000,4,1,4,33.337524,-111.98253,2,2,1376,9209.0,1,1,2,2,4,1,1979,1,1,4,1,1,1.0,0,4,4,0
3125,425000,4,1,4,33.628265,-112.00008,2,3,1650,5183.64,1,0,2,2,2,1,1976,1,1,4,1,1,1.0,0,4,4,0
3126,598000,4,1,4,33.66475,-112.004326,4,3,2570,8624.88,1,1,2,2,4,1,1984,1,1,4,1,1,1.0,0,4,4,0
3127,320000,4,1,4,33.507015,-112.24523,2,3,1065,4665.0,1,1,3,3,3,1,1988,1,1,4,1,1,2.0,0,4,4,0
3128,289000,4,1,4,33.48495,-112.22226,2,3,1385,6621.12,1,1,2,2,4,1,1995,1,1,4,1,1,1.0,0,4,4,0
3130,490000,4,1,4,33.53389,-112.04041,3,3,1670,9387.0,1,1,2,2,4,1,1972,1,1,4,1,1,3.0,0,4,4,0
3131,549990,4,1,4,33.49815,-111.99036,2,3,1600,7753.68,1,1,4,2,6,1,1959,1,1,4,1,1,1.0,0,4,4,0
3132,380000,4,1,4,33.561707,-112.07157,2,3,1192,6054.84,1,1,1,1,2,1,1950,1,1,4,1,1,1.0,0,4,4,0
3135,320000,4,1,4,33.4967,-112.17803,2,5,2042,8973.36,1,1,2,2,4,1,1979,1,1,4,1,1,1.0,0,4,4,0
3136,439990,4,1,4,33.366714,-112.20676,2,3,1568,8959.211524003758,1,0,2,2,2,1,1957,1,1,4,1,1,1.0,0,4,4,0
3137,350000,6,1,6,33.560179999999995,-112.0638,2,3,1813,6141.96,1,1,2,1,2,0,1965,0,1,6,1,1,1.5,0,6,6,0
3138,369000,4,1,4,33.704258,-112.19281,3,3,3400,16559.999988839994,1,1,2,2,4,1,1954,1,1,4,1,1,1.0,0,4,4,0
3140,225000,4,1,4,33.413765000000005,-112.07725,2,3,968,6534.0,2,1,2,2,2,1,1980,1,1,4,1,1,1.0,0,4,4,0
3141,499000,4,1,4,33.471855,-112.06149,1,2,913,6708.24,1,1,1,1,1,1,1950,1,1,4,0,1,1.0,0,4,4,0
3142,815990,4,1,4,33.714245,-112.10342,3,4,2489,8959.865433318699,1,1,1,1,1,1,1930,1,1,4,1,1,1.0,0,4,4,0
3143,316000,4,1,4,33.60689,-112.12783,2,3,1215,6926.04,1,1,2,2,6,1,1935,1,1,4,1,1,1.0,0,4,4,0
3144,385900,4,1,4,33.478504,-112.02016,2,2,1000,6577.56,1,1,2,1,4,1,1961,1,1,4,1,1,1.0,0,4,4,0
3146,350000,4,1,4,33.646496,-112.00347,2,3,1297,6639.0,1,1,2,2,4,1,1976,1,1,4,1,1,1.0,0,4,4,0
3147,499500,4,1,4,33.768997,-111.99524,2,3,1535,4399.56,1,1,2,2,4,1,1981,1,1,4,1,1,1.0,0,4,4,0
3148,775000,4,1,4,33.313553000000006,-112.05408,3,4,2686,7854.0,1,0,2,2,2,1,1994,1,1,4,1,1,1.0,0,4,4,0
3149,499000,6,1,6,33.584915,-112.00905,2,4,2304,6534.0,1,1,2,1,2,0,1965,0,1,6,1,1,1.5,0,6,6,0
3150,395000,4,1,4,33.66344,-112.156136,3,3,1504,5183.64,1,1,2,2,4,2,1986,1,1,4,1,1,1.0,0,4,4,0
3151,509900,4,1,4,33.490456,-112.025375,3,3,1546,2969.0,1,1,2,2,5,1,1986,1,1,4,1,1,2.0,0,4,4,0
3152,519900,4,1,4,33.656815,-112.0519,3,3,2214,6751.8,1,0,2,2,4,1,2002,1,1,4,1,1,2.0,0,4,4,0
3153,825000,4,1,4,33.551914000000004,-112.054214,3,3,2134,7989.0,1,0,2,2,4,1,1988,1,1,4,1,1,2.0,0,4,4,0
3154,1290000,4,1,4,33.563763,-112.09434,5,5,3178,10163.0,1,1,2,2,4,1,1977,1,1,4,1,1,2.0,0,4,4,0
3155,264900,4,1,4,33.43895,-112.06194,2,3,985,3963.96,1,1,2,2,4,1,1970,1,1,4,0,1,1.0,0,4,4,0
3156,550000,4,1,4,33.644672,-112.16349,3,4,2563,14335.00001208,1,1,2,2,3,1,1951,1,1,4,1,1,1.0,0,4,4,0
3157,399900,4,1,4,33.536,-112.117386,3,4,2242,5800.0,1,1,2,2,4,1,1978,1,1,4,1,1,2.0,0,4,4,0
3158,399500,4,1,4,33.653927,-111.98904,2,3,1856,9106.0,1,0,3,3,5,1,2000,1,1,4,1,1,2.0,0,4,4,0
3159,985000,4,1,4,33.54243,-112.07265,3,4,2745,11326.00001148,1,1,2,2,4,1,1970,1,1,4,1,1,1.0,0,4,4,0
3160,299000,4,1,4,33.57723,-112.05823999999998,2,3,1164,6664.68,2,1,4,4,6,1,1952,1,1,4,1,1,1.0,0,4,4,0
3161,220000,4,1,4,33.43558,-112.09175,2,4,1382,6229.08,1,1,1,1,3,1,1960,1,1,4,1,1,1.0,0,4,4,0
3162,395000,4,1,4,33.375572,-112.21712,2,3,1461,7013.16,1,1,2,1,2,1,1966,1,1,4,0,0,1.0,0,4,4,0
3163,289910,4,1,4,33.397853999999995,-112.08,2,3,1019,6408.0,1,1,2,2,4,1,2006,1,1,4,1,1,1.0,0,4,4,0
3164,749000,4,1,4,33.52076,-112.042534,3,3,1674,7318.08,1,1,2,2,4,1,2022,1,1,4,1,1,1.0,0,4,4,0
3165,999972,4,1,4,33.688816,-111.98302,3,4,3507,9472.0,1,1,2,2,4,1,1953,1,1,4,1,1,1.0,0,4,4,0
3166,280000,4,1,4,33.43954,-112.125656,2,3,952,6329.0,1,1,3,3,6,1,1996,1,1,4,1,1,2.0,0,4,4,0
3167,239900,4,1,4,33.47449,-112.21438,1,2,960,6508.0,1,1,2,1,2,1,1943,1,1,4,1,1,1.0,0,4,4,0
3168,425000,4,1,4,33.490456,-112.06574,1,3,991,6033.0,1,1,1,1,3,1,1972,1,1,4,1,1,1.0,0,4,4,0
3169,324900,4,1,4,33.401337,-112.05094,3,3,1352,2308.68,1,1,2,2,5,1,1941,1,1,4,1,1,1.0,0,4,4,0
3170,320000,4,1,4,33.382732,-111.99038,2,3,1203,5232.0,1,1,1,1,1,1,2004,1,1,4,1,1,2.0,0,4,4,0
3171,439000,4,1,4,33.396988,-112.171295,2,4,2586,7448.76,1,1,2,2,4,1,1983,1,1,4,1,1,1.0,0,4,4,0
3172,640000,4,1,4,33.339176,-111.988365,3,4,2361,8712.0,1,0,2,2,4,1,2003,1,1,4,1,1,1.0,0,4,4,0
3173,249900,4,1,4,33.481834,-112.245895,1,2,1302,6446.88,1,1,3,3,6,1,1990,1,1,4,1,1,2.0,0,4,4,0
3174,349000,4,1,4,33.568394,-112.05546,2,4,1393,8276.4,1,1,2,1,4,1,1975,1,1,4,1,1,1.0,0,4,4,0
3175,500000,4,1,4,33.666893,-112.07468,2,3,1707,7498.0,1,1,2,1,2,1,1955,1,1,4,1,1,1.0,0,4,4,0
3176,259900,4,1,4,33.502544,-112.045845,2,2,852,871.2,1,1,2,2,4,1,1993,1,1,4,1,1,1.0,0,4,4,0
3178,595000,4,1,4,33.529743,-112.05169,2,2,1766,4243.0,2,1,4,4,8,1,1996,1,1,4,1,1,1.0,0,4,4,0
3179,439900,4,1,4,33.762295,-111.98756000000002,2,3,1423,6586.0,1,1,2,2,4,2,1969,1,1,4,1,1,1.0,0,4,4,0
3180,339900,4,1,4,33.61692,-112.16721,2,2,1194,4791.6,1,0,2,2,2,1,1995,1,1,4,1,1,1.0,0,4,4,0
3181,470000,4,1,4,33.372852,-112.16625,2,4,2139,7205.0,1,1,2,2,4,1,1985,1,1,4,1,1,1.0,0,4,4,0
3182,409000,4,1,4,33.502663,-112.05225,2,3,1065,6664.68,1,1,2,2,4,1,2006,1,1,4,1,1,1.0,0,4,4,0
3183,475000,4,1,4,33.588432,-112.05337,2,3,1855,7579.44,1,1,2,1,2,1,1944,1,1,4,1,1,1.0,0,4,4,0
3185,1950000,4,1,4,33.496970000000005,-111.98979,3,4,2920,7675.0,1,0,2,2,8,1,1976,1,1,4,1,1,1.0,0,4,4,0
3186,984000,4,1,4,33.61235,-111.97054,3,4,3133,16509.24,2,1,3,3,7,1,2016,1,1,4,1,1,2.0,0,4,4,0
3187,1890000,4,1,4,33.68694,-112.01617,5,5,4612,8799.12,1,1,2,2,6,1,1980,1,1,4,1,1,1.0,0,4,4,0
3188,380000,4,1,4,33.38947,-112.153755,2,3,1465,11370.000011039996,1,1,3,3,3,1,2019,1,1,4,1,1,2.0,0,4,4,0
3189,585000,4,1,4,33.791709999999995,-111.98616,2,3,1893,7947.0,1,1,2,2,4,1,2005,1,1,4,1,1,1.0,0,4,4,0
3191,350000,4,1,4,33.607742,-112.125496,2,3,1474,6858.0,1,1,2,2,2,1,1976,1,1,4,0,1,1.0,0,4,4,0
3192,454900,4,1,4,33.63078,-112.07777,3,3,1454,5934.0,1,1,2,1,2,1,1961,1,1,4,1,1,1.0,0,4,4,0
3193,400000,4,1,4,33.3849,-111.991196,3,4,1568,7235.0,1,1,2,2,4,1,1991,1,1,4,1,1,2.0,0,4,4,0
3194,764990,4,1,4,33.778459999999995,-112.10305,3,4,2306,6011.28,1,1,2,2,2,1,1976,1,1,4,1,1,2.0,0,4,4,0
3195,620000,6,1,6,33.53863,-112.05744,2,3,1479,7187.4,1,1,2,2,4,1,2022,1,1,6,1,1,1.0,0,6,6,0
3196,380000,4,1,4,33.652397,-112.026344,2,3,1522,10285.0,1,1,1,1,4,1,1952,1,1,4,1,1,1.0,0,4,4,0
3197,725000,4,1,4,33.48976,-111.99659,2,3,1374,8276.4,1,1,2,2,2,1,1982,1,1,4,1,1,1.0,0,4,4,0
3198,721000,4,1,4,33.522465000000004,-112.04252,3,3,1674,7318.08,1,1,2,2,4,1,1950,1,1,4,1,1,1.0,0,4,4,0
3199,530000,4,1,4,33.376488,-112.034424,2,3,1902,6420.0,1,1,2,1,2,1,1953,1,1,4,1,1,1.0,0,4,4,0
3200,275000,4,1,4,33.394054,-112.04411,1,3,1043,6664.68,1,1,2,2,4,1,2018,1,1,4,1,1,1.0,0,4,4,0
3201,349999,4,1,4,33.387856,-112.13878,3,3,2027,7840.8,1,1,1,1,2,1,1955,1,1,4,1,1,1.0,0,4,4,0
3202,525000,4,1,4,33.71606,-112.20009,2,4,1730,8539.0,1,1,2,2,4,1,2006,1,1,4,1,1,2.0,0,4,4,0
3203,440000,4,1,4,33.63483,-112.023544,2,3,1610,7417.0,2,1,2,1,4,1,1935,1,1,4,1,1,1.0,0,4,4,0
3204,395000,4,1,4,33.456875,-112.06255,1,2,1165,4007.52,1,1,2,2,4,1,2022,1,1,4,1,1,1.0,0,4,4,0
3208,270000,4,1,4,33.47302,-112.17334,2,3,1530,6290.0,1,1,1,1,3,1,1942,1,1,4,1,1,1.0,0,4,4,0
3210,390000,4,1,4,33.38853,-112.16456,2,3,1870,7064.0,2,1,2,2,2,1,1982,1,1,4,1,1,1.0,0,4,4,0
3211,339000,4,1,4,33.66473,-112.05735,2,2,1018,7710.12,1,1,2,2,2,1,2004,1,1,4,1,1,1.0,0,4,4,0
3212,375000,4,1,4,33.396015000000006,-112.11795,2,4,1652,4965.84,1,1,2,2,4,1,1983,1,1,4,1,1,1.0,0,4,4,0
3213,694900,4,1,4,33.58855,-112.03101,3,4,2294,10062.36,1,1,2,2,4,1,2017,1,1,4,1,1,1.0,0,4,4,0
3214,525000,4,1,4,33.298355,-112.00248,3,4,2035,6141.96,1,1,2,2,4,1,1978,1,1,4,1,1,1.0,0,4,4,0
3215,547500,4,1,4,33.651665,-112.08951,2,3,1833,5797.0,1,1,2,2,2,1,1990,1,1,4,1,1,2.0,0,4,4,0
3216,370000,4,1,4,33.673424,-112.10627,2,3,1111,8147.0,1,1,2,2,2,1,1994,1,1,4,1,1,1.0,0,4,4,0
3217,698900,4,1,4,33.35513,-112.15538,4,4,3847,11474.99999712,1,1,2,2,4,1,1982,1,1,4,1,1,1.0,0,4,4,0
3218,1195000,4,1,4,33.50784,-111.99814,3,3,2150,10715.76,1,1,3,3,6,1,2006,1,1,4,1,1,1.0,0,4,4,0
3220,515000,4,1,4,33.4742,-112.03293,2,2,1240,6882.48,1,1,2,1,4,1,1960,1,1,4,1,1,1.0,0,4,4,0
3221,569500,4,1,4,33.379715000000004,-112.11918,3,4,2595,9016.92,1,1,1,1,2,1,1935,1,1,4,1,1,1.0,0,4,4,0
3222,266666,4,1,4,33.468338,-112.202965,2,4,1848,6713.0,1,1,3,3,7,1,2019,1,1,4,1,1,1.0,0,4,4,0
3223,470000,4,1,4,33.40426,-112.01925,3,4,2210,8500.0,1,0,2,2,2,1,1971,1,1,4,1,1,1.0,0,4,4,0
3224,295000,4,1,4,33.580154,-112.05865,2,2,1194,2025.0,1,1,2,2,4,1,2022,1,1,4,1,1,1.0,0,4,4,0
3225,1000000,4,1,4,33.360775,-112.05556,4,4,3520,10628.64,1,1,2,1,2,2,1978,1,1,4,1,1,1.0,0,4,4,0
3226,499900,4,1,4,33.513058,-112.280556,3,5,2385,7985.0,1,1,4,4,7,1,2020,1,1,4,1,1,1.0,0,4,4,0
3227,1190000,4,1,4,33.738415,-111.98179,4,5,4461,10585.08,1,0,3,3,3,1,1996,1,1,4,1,1,1.0,0,4,4,0
3228,595000,4,1,4,33.639477,-111.95404,2,3,1287,5030.0,1,0,3,3,3,1,1999,1,1,4,1,1,2.0,0,4,4,0
3229,1399000,4,1,4,33.560590000000005,-112.0843,4,5,3670,15594.48,1,0,2,2,4,1,1991,1,1,4,1,1,1.0,0,4,4,0
3230,410000,4,1,4,33.384228,-112.16987,3,4,2368,5009.4,3,1,2,2,4,1,1957,1,1,4,1,1,1.0,0,4,4,0
3231,195000,4,1,4,33.36848,-112.02972,1,2,600,4722.0,1,1,2,2,2,1,2005,1,1,4,1,1,2.0,0,4,4,0
3232,799900,4,1,4,33.371452000000005,-112.09797,3,4,3297,12675.96,1,0,2,2,2,1,1956,1,1,4,0,0,1.0,0,4,4,0
3233,1290000,4,1,4,33.540424,-112.07737,4,4,3351,13503.6,1,1,3,3,6,1,2005,1,1,4,1,1,1.0,0,4,4,0
3234,420000,4,1,4,33.484425,-112.036705,2,5,2300,5880.6,1,1,2,2,4,1,1954,1,1,4,1,1,1.0,0,4,4,0
3235,323500,4,1,4,33.511616,-112.139496,2,3,1253,4007.52,1,1,2,1,2,1,1956,1,1,4,1,1,1.0,0,4,4,0
3236,282000,4,1,4,33.41331,-112.07061000000002,2,3,843,6359.76,1,1,2,2,4,1,2005,1,1,4,1,1,1.0,0,4,4,0
3237,399000,4,1,4,33.38069,-112.15451000000002,3,5,1967,5500.0,1,1,1,1,1,1,1941,1,1,4,1,1,1.0,0,4,4,0
3238,549000,4,1,4,33.493759999999995,-112.008865,3,4,2400,7375.0,1,1,2,2,4,1,2003,1,1,4,1,1,2.0,0,4,4,0
3239,279900,4,1,4,33.456497,-112.05381,2,3,1742,6882.48,1,1,2,2,6,1,1950,1,1,4,1,1,1.0,0,4,4,0
3240,549900,4,1,4,33.31191,-112.02885,2,4,1712,6334.0,1,1,1,1,2,1,1916,1,1,4,0,1,2.0,0,4,4,0
3241,460000,4,1,4,33.481014,-112.02754,1,2,1218,9561.0,1,1,2,2,6,1,1988,1,1,4,1,1,1.0,0,4,4,0
3242,385000,4,1,4,33.338867,-111.97361,2,2,1085,4007.52,1,1,1,1,2,1,1948,1,1,4,1,1,1.0,0,4,4,0
3244,440000,4,1,4,33.750305,-112.10988,3,3,1920,4500.0,3,0,4,4,4,1,1999,1,1,4,1,1,2.0,0,4,4,0
3246,350000,4,1,4,33.549202,-112.14648400000002,2,3,1615,6974.0,1,1,2,2,4,1,2001,1,1,4,1,1,2.0,0,4,4,0
3247,450000,4,1,4,33.57583,-112.13501,3,4,2157,10197.0,1,1,2,1,4,1,1967,1,1,4,1,1,1.0,0,4,4,0
3248,375000,4,1,4,33.47786,-112.21828,3,3,1675,2110.0,1,1,3,2,5,1,1971,1,1,4,1,1,1.0,0,4,4,0
