,price,status,add_attr,state,lat,long,bath,bed,living,lot_a,fireplace,parking,covered,garage,total_spaces,subtype,year,sewer,water,app,heating,cooling,stories,materials,roof,foundation,interior
5793,1300000,4,1,4,33.004345,-117.08353,3,5,2410,6627.0,1,1,2,2,4,2,1972,0,1,4,1,1,2.0,1,4,4,1
5794,1549000,4,1,4,32.731068,-117.2204,4,4,2268,2678.0,1,1,3,3,9,1,1986,0,1,4,1,1,2.0,1,4,4,1
5795,925000,4,1,4,32.769627,-117.120834,3,2,960,4435.0,1,1,2,2,2,2,2005,0,1,4,1,1,3.0,1,4,4,1
5797,1525000,4,1,4,32.797367,-117.05914,3,4,3400,8900.0,1,1,2,2,6,1,1978,1,1,4,1,1,3.0,1,4,4,1
5798,751000,4,1,4,32.57996,-117.07603,3,5,2315,7000.0,1,1,3,3,3,1,1971,0,1,4,1,1,2.0,1,4,4,1
5799,1549500,4,1,4,32.759809999999995,-117.10562,2,5,1432,5430.0,1,1,2,2,6,2,1969,0,1,4,1,1,1.0,1,4,4,1
5800,949000,4,1,4,32.800343,-117.042,2,3,1400,9080.33794154883,1,1,2,1,2,2,2012,0,1,4,1,1,2.0,1,4,4,1
5802,899000,4,1,4,32.92113,-117.12451,3,3,1417,9081.000691562813,3,1,3,3,11,2,1985,1,1,4,1,1,1.0,1,4,4,1
5803,932000,4,1,4,33.002303999999995,-117.07652,2,3,1461,6497.0,1,1,2,2,5,2,1999,1,1,4,1,1,2.0,1,4,4,1
5806,1450000,4,1,4,32.73311,-117.16729,3,2,1687,9082.326336711452,1,1,1,1,1,1,1976,0,1,4,1,1,3.5,1,4,4,1
5807,986000,4,1,4,32.792946,-117.008224,3,4,2103,6300.0,1,1,2,2,4,2,1950,0,1,4,1,1,2.0,1,4,4,1
5808,620000,4,1,4,32.706295000000004,-117.027405,2,3,1119,6300.0,1,1,3,3,3,1,1969,1,1,4,1,1,2.0,1,4,4,1
5809,799999,6,1,6,32.769344,-117.06295,2,4,1223,5700.0,1,1,2,2,4,2,2022,0,1,6,1,1,2.0,1,6,6,1
5811,885000,4,1,4,32.81231,-117.0434,2,3,1434,7500.0,1,1,2,2,4,1,1961,0,1,4,1,1,1.0,1,4,4,1
5812,949000,4,1,4,32.789074,-117.14545,2,3,1828,10500.0,1,1,2,2,4,2,1972,0,1,4,1,1,1.0,1,4,4,1
5815,1225000,4,1,4,32.735687,-117.22907,2,3,1196,4000.0,1,1,1,1,2,2,1982,0,1,4,1,1,2.0,1,4,4,1
5816,709787,4,1,4,32.817463000000004,-117.183235,2,2,1195,9082.989231853173,1,1,2,2,2,2,1948,0,1,4,1,1,1.0,1,4,4,1
5819,1179000,4,1,4,32.80533,-117.17742,3,3,1839,4473.0,1,1,3,3,3,1,2003,1,1,4,1,1,2.0,1,4,4,1
5820,1400000,4,1,4,32.78646,-117.25375,1,2,610,1250.0,1,1,2,2,4,1,1983,0,1,4,1,1,2.0,1,4,4,1
5821,1525000,4,1,4,32.761585,-117.25111,2,2,939,2211.0,1,1,1,1,1,2,1941,0,1,4,0,1,1.0,1,4,4,1
5828,1200000,4,1,4,32.774593,-117.203094,2,4,1900,5500.0,1,1,1,1,3,1,1989,1,1,4,1,1,2.0,1,4,4,1
5830,899000,4,1,4,32.724236,-117.107445,3,2,1122,14374.8,1,1,2,2,4,2,2018,0,1,4,1,1,2.0,1,4,4,1
5832,1249000,4,1,4,32.83404,-117.08014,3,4,2269,15499.00000836,1,1,3,3,9,1,1954,0,1,4,1,0,1.0,1,4,4,1
5836,849000,2,1,2,32.816833,-117.16572,2,3,1618,5600.0,1,1,2,2,3,2,1962,0,1,2,1,1,1.0,1,2,2,1
5837,950000,4,1,4,32.915554,-117.07925,2,2,1331,3364.0,1,1,2,2,3,2,1962,0,1,4,1,1,1.0,1,4,4,1
5839,1549000,6,1,6,32.949172999999995,-117.10273,4,5,3073,7167.0,1,1,2,2,4,2,2022,1,1,6,1,1,2.0,1,6,6,1
5840,725000,4,1,4,32.573883,-117.041595,3,4,1533,5018.0,1,1,3,3,6,2,2001,0,1,4,1,1,2.0,1,4,4,1
5842,1699000,4,1,4,32.741337,-117.21568,2,4,1794,6334.0,1,1,1,1,3,2,2011,1,1,4,1,1,2.0,1,4,4,1
5843,850000,4,1,4,32.911484,-117.13775,2,3,1332,5000.0,1,1,2,1,2,0,1925,0,1,4,1,0,1.5,1,4,4,1
5844,1799000,4,1,4,32.737232,-117.22688,3,4,2289,4600.0,1,1,1,1,1,1,1970,1,1,4,1,1,1.0,1,4,4,1
5846,724995,4,1,4,33.02132,-117.0705,2,2,1363,6000.0,1,1,2,2,2,1,1965,1,1,4,1,0,2.0,1,4,4,1
5848,829000,4,1,4,32.581920000000004,-117.03041,3,4,1958,9084.315167289067,1,1,2,2,4,2,1960,0,1,4,1,1,2.0,1,4,4,1
5849,1668000,4,1,4,32.960285,-117.18091,3,3,1830,9084.97820759031,1,1,2,2,4,2,2000,0,1,4,1,1,2.0,1,4,4,1
5852,1399000,4,1,4,33.017590000000006,-117.13011000000002,3,3,1940,9085.64129628512,1,1,2,2,4,2,2004,0,1,4,1,1,2.0,1,4,4,1
5853,1449000,4,1,4,32.798462,-117.044304,3,5,2500,8900.0,1,1,2,2,3,2,2015,0,1,4,1,1,2.0,1,4,4,1
5854,1175000,2,1,2,32.81801,-117.17303,3,4,2271,6600.0,2,1,2,2,4,2,1964,0,1,2,1,1,1.0,1,2,2,1
5855,1700000,4,1,4,32.7184,-117.2438,2,3,1422,5839.0,1,1,2,2,2,1,1961,0,1,4,1,1,1.0,1,4,4,1
5856,949000,4,1,4,32.80919,-117.04191000000002,2,3,1330,9086.304433377032,1,1,2,2,4,2,1951,0,1,4,1,1,1.0,1,4,4,1
5857,1430000,4,1,4,32.78323,-117.149025,4,4,2183,4.2241,1,1,2,2,5,2,1970,0,1,4,1,1,1.0,1,4,4,1
5858,795000,4,1,4,32.750923,-117.19529,1,2,750,2500.0,1,1,2,2,2,1,2017,1,1,4,1,1,3.5,1,4,4,1
5859,1350000,4,1,4,32.719086,-117.14339,1,2,995,16528.99999212,1,0,2,1,2,1,1955,1,1,4,1,1,1.0,1,4,4,1
5860,878600,4,1,4,32.703053000000004,-117.06223,3,5,2072,6386.0,1,1,1,1,1,1,1952,0,1,4,1,0,1.0,1,4,4,1
5861,1055000,4,1,4,32.93355,-117.13588,3,5,2138,9086.967618869578,1,1,2,2,4,1,2013,0,1,4,1,1,2.0,1,4,4,1
5865,645000,4,1,4,32.57763,-117.047646,2,4,1469,5000.0,1,1,2,2,4,2,2020,0,1,4,1,1,2.0,1,4,4,1
5866,835000,4,1,4,32.751020000000004,-117.05452,3,5,2204,6300.0,1,1,2,2,2,1,1969,1,1,4,1,0,1.0,1,4,4,1
5867,1149900,4,1,4,32.903843,-117.15501,2,4,1921,6451.0,1,1,1,1,5,2,1955,0,1,4,1,1,2.0,1,4,4,1
5869,1290000,4,1,4,32.927215999999994,-117.06159,3,4,2186,6455.0,1,1,3,3,5,2,2006,0,1,4,1,1,1.0,1,4,4,1
5870,1200000,4,1,4,33.036163,-117.07741,3,3,2336,16050.99999492,1,1,2,2,4,2,1993,0,1,4,1,1,2.0,1,4,4,1
5871,849900,4,1,4,33.036575,-117.04872,2,2,1503,9088.294135070704,1,1,2,2,4,2,2009,0,1,4,1,1,2.0,1,4,4,1
5875,1695000,4,1,4,32.73689,-117.23967,3,4,1834,7000.0,2,1,3,3,5,2,1997,0,1,4,1,1,3.0,1,4,4,1
5876,1199000,4,1,4,32.760277,-117.1044,3,3,1055,2143.0,1,1,2,2,4,2,2017,0,1,4,1,1,3.0,1,4,4,1
5877,1379000,4,1,4,33.019318,-117.14236499999998,3,4,1961,2699.0,1,1,2,2,2,2,1927,1,1,4,1,1,1.0,1,4,4,1
5878,1425000,4,1,4,32.759823,-117.108116,2,4,2029,9088.95746578635,1,1,2,2,2,2,2011,0,1,4,1,1,2.0,1,4,4,1
5879,895000,4,1,4,32.770813000000004,-117.05617,3,6,2006,5900.0,1,1,2,2,4,2,1948,0,1,4,1,1,2.0,1,4,4,1
5880,975000,4,1,4,32.79377,-117.062775,3,3,2009,2782.0,1,1,2,2,4,2,1976,0,1,4,1,1,2.0,1,4,4,1
5881,749999,4,1,4,32.707676,-117.036194,2,4,1412,6000.0,1,1,2,2,2,1,1982,1,1,4,1,1,2.0,1,4,4,1
5882,999950,4,1,4,32.76121,-117.143074,2,2,832,9089.620844916764,1,1,2,2,2,1,1971,1,1,4,1,1,1.0,1,4,4,1
5883,1600000,4,1,4,32.803757,-117.20883,3,5,2522,9090.284272465477,1,1,2,2,3,2,1980,0,1,4,1,1,1.0,1,4,4,1
5884,899000,4,1,4,32.793728,-117.01164,2,3,1537,7700.0,1,1,2,2,5,2,1956,0,1,4,1,1,1.0,1,4,4,1
5885,745000,4,1,4,32.690540000000006,-117.07064,2,3,1328,6684.0,1,1,2,1,2,2,1959,0,1,4,1,1,1.0,1,4,4,1
5886,1669000,4,1,4,32.932323,-117.09174,3,5,3050,8129.0,1,1,2,2,2,1,1990,0,1,4,1,0,1.0,1,4,4,1
5887,619999,4,1,4,32.710606,-117.15512,1,1,894,9090.947748436023,1,1,3,3,7,2,1995,1,1,4,1,1,2.0,1,4,4,1
5890,1899000,4,1,4,32.857,-117.22572,3,4,2434,5227.2,1,1,2,2,6,2,1975,0,1,4,1,1,3.0,1,4,4,1
5891,1125000,4,1,4,32.80594,-117.05013,2,4,1890,8800.0,1,1,2,2,2,1,1987,1,1,4,1,1,2.0,1,4,4,1
5894,1688880,4,1,4,32.968792,-117.173096,3,5,2432,3362.0,1,1,2,2,4,2,1961,0,1,4,1,1,1.0,1,4,4,1
5898,1135000,4,1,4,32.815285,-117.1649,3,5,2276,9093.60213660724,1,1,4,4,4,1,1955,0,1,4,1,1,1.0,1,4,4,1
5899,999900,4,1,4,32.797688,-117.14338,2,4,1500,6000.0,1,1,2,2,6,2,1960,0,1,4,1,1,2.0,1,4,4,1
5900,805000,4,1,4,32.57038,-117.08473,2,4,2056,9094.265854739975,1,1,1,1,1,1,1957,1,1,4,1,1,1.0,1,4,4,1
5902,1699000,4,1,4,32.77194,-117.121185,2,4,2044,16380.00000648,1,1,1,1,1,2,1946,0,1,4,1,1,2.0,1,4,4,1
5904,934000,4,1,4,32.795235,-117.06839,2,3,1123,6000.0,1,1,2,2,6,2,1965,0,1,4,1,1,1.0,1,4,4,1
5905,899900,4,1,4,32.760525,-117.11168,1,2,628,5075.0,1,1,2,2,6,2,1957,1,1,4,1,1,1.0,1,4,4,1
5906,1399000,4,1,4,32.780975,-117.204994,2,3,1692,6800.0,1,0,2,2,2,1,1925,1,1,4,1,1,1.0,1,4,4,1
5907,675000,4,1,4,32.721059999999994,-117.08857,1,3,1322,6400.0,1,1,2,2,4,2,1950,0,1,4,1,1,1.0,1,4,4,1
5908,1100000,4,1,4,32.727455,-117.22894,1,2,838,9094.929621315754,1,1,2,2,4,2,1953,1,1,4,1,1,1.0,1,4,4,1
5910,880000,4,1,4,32.57861,-117.01788,3,5,2300,5759.0,1,1,4,4,4,1,2007,0,1,4,1,1,1.0,1,4,4,1
5911,1069999,4,1,4,32.8067,-117.13631,3,4,1685,9095.593436338111,1,1,2,2,2,1,2005,1,1,4,1,1,2.0,1,4,4,1
5912,780000,4,1,4,32.685320000000004,-117.030396,3,4,2037,9096.257299810582,1,1,2,2,5,2,1958,0,1,4,1,1,1.0,1,4,4,1
5913,1475000,4,1,4,32.745182,-117.227196,2,4,1672,8300.0,1,1,2,2,4,2,1987,0,1,4,0,1,2.0,1,4,4,1
5914,619500,4,1,4,32.694443,-117.09946399999998,1,2,1114,5300.0,1,1,2,2,4,2,1965,1,1,4,1,1,1.0,1,4,4,1
5916,920000,4,1,4,32.7935,-117.02629,3,4,2224,6800.0,1,1,1,1,11,2,1930,0,1,4,1,1,1.0,1,4,4,1
5917,1299000,4,1,4,32.79252,-117.0299,3,4,2610,6100.0,1,1,2,2,4,2,1964,0,1,4,1,1,1.0,1,4,4,1
5918,949000,4,1,4,32.793372999999995,-117.084274,2,3,1125,6000.0,3,1,2,2,4,2,1965,0,1,4,1,1,2.0,1,4,4,1
5919,669000,4,1,4,32.70322,-117.04705,2,3,1113,7500.0,1,1,2,2,6,2,1957,0,1,4,1,1,1.0,1,4,4,1
5920,989000,4,1,4,32.784465999999995,-117.08892,2,3,1737,6800.0,1,1,2,2,2,1,1960,0,1,4,1,1,1.0,1,4,4,1
5921,649999,4,1,4,32.572014,-117.04515,2,2,1196,9096.921211736706,1,1,2,2,2,2,1954,0,1,4,1,1,1.0,1,4,4,1
5922,998000,4,1,4,32.99609,-117.09096,2,5,1640,5800.0,1,1,1,1,3,2,1971,0,1,4,1,1,1.0,1,4,4,1
5923,699000,4,1,4,32.567028,-117.09305,2,4,1523,5000.0,1,1,2,2,5,2,1972,1,1,4,1,1,2.0,1,4,4,1
5924,880000,4,1,4,32.76125,-117.07636,1,3,1244,5000.0,1,1,2,2,2,1,1973,0,1,4,1,0,1.0,1,4,4,1
5926,910000,4,1,4,32.790264,-117.145134,2,3,1914,6500.0,1,1,3,3,7,2,2002,0,1,4,1,1,1.0,1,4,4,1
5927,695000,4,1,4,32.57788,-117.048836,2,3,1184,9097.585172120018,1,1,2,2,2,1,1959,1,1,4,1,1,1.0,1,4,4,1
5929,1110000,4,1,4,32.915375,-117.15014,3,5,1890,5500.0,1,1,4,4,6,2,2003,0,1,4,1,1,2.0,1,4,4,1
5930,1549000,4,1,4,32.941868,-117.223595,3,4,2207,6277.0,1,1,2,2,2,1,1974,1,1,4,1,1,1.0,1,4,4,1
5931,946888,4,1,4,32.99602,-117.094574,2,3,1554,4955.0,1,1,2,2,4,1,1986,0,1,4,1,1,2.0,1,4,4,1
5933,1139000,4,1,4,32.96382,-117.118034,3,4,1843,5474.0,1,1,2,2,4,2,1980,0,1,4,1,1,3.0,1,4,4,1
5934,1549000,4,1,4,32.858376,-117.01311,4,4,2895,9098.913238272347,1,1,2,2,4,2,1977,0,1,4,1,1,2.0,1,4,4,1
5935,884900,4,1,4,32.767821999999995,-117.06256,2,3,1564,5300.0,1,1,2,2,4,2,2018,0,1,4,1,1,2.0,1,4,4,1
5937,2000000,4,1,4,33.017,-117.11657,5,6,3943,9099.57734404844,1,1,2,2,4,2,1970,1,1,4,1,1,1.0,1,4,4,1
5938,1599900,4,1,4,32.93668,-117.081154,3,4,2869,5838.0,2,1,2,2,4,2,2002,0,1,4,1,1,2.0,1,4,4,1
5939,650000,4,1,4,32.684532,-117.0538,2,3,1479,6700.0,1,1,2,2,4,2,1998,0,1,4,1,1,2.0,1,4,4,1
5940,1300000,4,1,4,32.789894,-117.19173,2,3,1489,7900.0,1,1,2,2,4,1,1964,0,1,4,1,1,1.0,1,4,4,1
5941,1995000,4,1,4,32.73794,-117.243454,2,2,1607,9100.241498295873,1,1,1,1,3,2,1952,0,1,4,1,1,1.0,1,4,4,1
5942,990000,4,1,4,33.008625,-117.05737,2,2,1770,6700.0,1,1,2,2,2,2,1923,0,1,4,1,1,1.0,1,4,4,1
5943,1430000,2,1,2,32.83865,-117.19987,2,3,1404,9100.905701018177,1,1,2,2,4,1,1972,1,1,2,1,1,1.0,1,2,2,1
5944,1100394,4,1,4,32.788128,-117.062355,3,3,2093,3216.0,1,1,2,2,4,2,1958,1,1,4,1,1,1.0,1,4,4,1
5945,799999,4,1,4,32.710685999999995,-117.14834,1,3,844,9101.569952218892,1,1,2,2,2,1,1980,1,1,4,1,1,2.0,1,4,4,1
5952,619000,4,1,4,32.712590000000006,-117.06692,2,3,1120,8001.0,1,1,3,3,13,2,1984,0,1,4,1,1,2.0,1,4,4,1
5954,1299000,4,1,4,33.01167,-117.07138,2,3,2122,7651.0,2,1,2,2,2,2,1999,0,1,4,1,1,2.0,1,4,4,1
5956,499000,4,1,4,32.992527,-117.07286,1,1,704,9103.5629967269,1,1,2,2,6,2,1949,0,1,4,1,1,1.0,1,4,4,1
5957,779998,4,1,4,32.744682,-117.05603,2,3,1105,6334.0,1,1,1,1,1,2,2006,0,1,4,1,1,1.0,1,4,4,1
5958,1224000,4,1,4,32.8185,-117.07756,3,4,2169,6473.0,1,1,2,2,2,1,1945,1,1,4,1,1,1.0,1,4,4,1
5961,800000,4,1,4,32.71418,-117.07206,3,5,2400,9104.22744187665,1,1,2,2,2,1,2015,0,1,4,1,1,2.0,1,4,4,1
5963,999999,4,1,4,32.796303,-117.0882,2,4,1665,7800.0,1,1,2,2,2,1,1986,0,1,4,1,0,1.0,1,4,4,1
5964,989999,4,1,4,32.814037,-117.08047,3,4,2100,2612.0,1,1,2,2,2,1,1957,1,1,4,1,1,1.0,1,4,4,1
5967,1350000,6,1,6,32.97318,-117.07492,3,4,2356,6706.0,1,0,2,2,2,1,1960,0,1,6,1,0,2.0,1,6,6,1
5968,1050000,4,1,4,32.74921,-117.22165,1,2,1087,4996.0,2,1,3,3,5,2,1994,0,1,4,1,1,2.0,1,4,4,1
5969,1200000,4,1,4,32.951336,-117.140724,2,3,1614,5719.0,1,1,1,1,1,1,1950,1,1,4,1,0,1.0,1,4,4,1
5970,1109900,4,1,4,32.756313,-117.058525,3,3,2792,7000.0,1,1,2,2,2,2,1987,0,1,4,1,1,1.0,1,4,4,1
5971,760000,4,1,4,32.78363,-117.09031,1,3,950,7600.0,1,1,2,2,2,1,1971,1,1,4,1,1,2.0,1,4,4,1
5972,700000,4,1,4,32.691395,-117.07418,2,4,1760,7000.0,1,1,1,1,2,2,1970,0,1,4,1,1,1.0,1,4,4,1
5973,1230000,4,1,4,32.735397,-117.24021,1,4,1143,5400.0,1,0,2,2,2,1,1963,1,1,4,1,1,2.0,1,4,4,1
5974,950000,4,1,4,33.01827,-117.059204,2,3,1125,11400.000000839998,1,1,2,2,2,2,2002,0,1,4,1,1,1.0,1,4,4,1
5975,625000,4,1,4,32.68537,-117.109566,2,4,1560,6242.0,1,1,2,2,6,2,1964,0,1,4,1,1,1.0,1,4,4,1
5976,499000,4,1,4,32.992546000000004,-117.072784,1,1,704,9104.891935522506,1,0,2,2,2,2,1972,1,1,4,1,0,1.0,1,4,4,1
5977,639900,4,1,4,32.745068,-117.05778,1,3,1038,6000.0,1,1,1,1,1,2,2006,0,1,4,1,1,1.0,1,4,4,1
5978,1037000,4,1,4,32.814754,-117.04459,2,4,1789,9600.0,1,1,1,1,3,2,1952,0,1,4,1,1,1.0,1,4,4,1
5979,1129000,4,1,4,33.00725,-117.08843,3,4,1832,4325.0,1,1,2,2,2,2,1974,0,1,4,1,1,2.0,1,4,4,1
5980,940000,4,1,4,32.56373,-117.025406,4,5,2703,8367.0,1,1,2,2,2,1,1986,1,1,4,1,1,2.0,1,4,4,1
5981,1001500,4,1,4,32.794327,-117.1675,3,4,1987,5500.0,1,1,2,2,4,1,2006,1,1,4,1,1,2.0,1,4,4,1
5983,1999000,4,1,4,32.80531,-117.20882,3,4,1958,6300.0,1,1,2,2,2,2,1994,0,1,4,1,1,1.0,1,4,4,1
5984,1975000,4,1,4,32.733616,-117.22011,3,4,2838,4282.0,1,1,2,2,2,2,1990,0,1,4,1,1,1.0,1,4,4,1
5985,1599999,4,1,4,32.85568,-117.0108,5,4,3398,9105.55647766801,1,1,2,2,2,2,2004,0,1,4,1,1,2.0,1,4,4,1
5986,849999,4,1,4,33.03602,-117.04759,2,2,1528,5809.0,3,1,3,3,5,2,2018,0,1,4,1,1,2.0,1,4,4,1
5987,799000,4,1,4,32.708637,-117.16147,2,2,965,9106.221068316696,1,1,2,2,4,2,1980,1,1,4,1,1,1.0,1,4,4,1
5989,1099000,4,1,4,32.798454,-117.0224,2,4,1596,9106.88570747211,1,1,2,2,4,1,2005,1,1,4,1,1,2.0,1,4,4,1
5991,1250000,4,1,4,32.762413,-117.09272,3,4,2980,9107.550395137789,1,1,4,1,7,1,1940,1,1,4,1,0,1.0,1,4,4,1
5992,1699000,4,1,4,33.032204,-117.09399,3,5,2904,11396.00001672,1,1,2,2,4,2,1942,1,1,4,1,1,1.0,1,4,4,1
5993,1550000,4,1,4,32.922638,-117.05007,4,4,3110,9108.215131317274,2,1,3,3,7,2,1997,0,1,4,1,1,2.0,1,4,4,1
5994,1349000,4,1,4,32.810093,-117.01224,4,5,2735,7500.0,1,1,3,3,8,2,2005,0,1,4,1,1,2.0,1,4,4,1
5995,699999,4,1,4,32.57626,-117.06595,2,3,1407,3134.0,1,1,2,2,4,2,1966,0,1,4,1,1,2.0,1,4,4,1
5996,605000,4,1,4,32.710533,-117.04172,2,3,1041,5300.0,1,1,2,2,2,1,1988,0,1,4,1,1,2.0,1,4,4,1
5998,649000,4,1,4,32.76163,-117.053635,1,2,744,5300.0,4,1,3,3,6,2,2005,0,1,4,1,1,2.0,1,4,4,1
5999,1450000,4,1,4,32.914333,-117.19072,2,3,1532,7129.0,1,1,1,1,2,1,1941,1,1,4,1,0,1.0,1,4,4,1
6000,1844000,4,1,4,32.90161,-117.16956,5,5,3124,9108.879916014108,1,1,2,2,4,2,1997,0,1,4,1,1,1.0,1,4,4,1
6002,1249000,4,1,4,32.8362,-117.100685,3,5,2247,6500.0,1,1,2,2,4,2,1951,0,1,4,1,1,1.0,1,4,4,1
6003,860000,4,1,4,32.581593,-117.01358,3,4,2167,5732.0,1,1,2,2,2,1,1973,1,1,4,1,1,2.0,1,4,4,1
6006,695000,4,1,4,32.693012,-117.08575,2,3,1522,5000.0,2,1,3,3,6,2,1989,0,1,4,1,1,3.0,1,4,4,1
6007,749000,4,1,4,32.72632,-117.07852,2,3,1422,6500.0,1,1,2,2,2,1,1955,0,1,4,1,1,2.0,1,4,4,1
6008,748888,4,1,4,32.70262,-117.02346,2,4,1372,9110.874561244107,1,1,1,1,2,2,1951,0,1,4,1,1,1.0,1,4,4,1
6009,918888,4,1,4,32.710865000000005,-117.13436000000002,2,3,938,7196.0,1,1,2,2,4,2,1970,1,1,4,1,1,1.0,1,4,4,1
6011,799900,4,1,4,32.76541,-117.06225,1,3,1148,6759.0,1,1,3,3,5,2,2006,1,1,4,1,1,2.0,1,4,4,1
6013,929000,4,1,4,32.981426,-117.09293999999998,2,2,1403,9111.539540045746,1,1,3,3,5,2,2015,0,1,4,1,1,2.0,1,4,4,1
6014,980000,4,1,4,32.700565000000005,-117.110886,2,4,1100,6752.0,1,1,2,2,4,2,1970,0,1,4,1,1,1.0,1,4,4,1
6016,949900,4,1,4,32.587967,-117.014885,3,6,2859,5164.0,1,1,2,2,4,2,2018,0,1,4,1,1,2.0,1,4,4,1
6017,659900,4,1,4,32.67909,-117.0621,1,3,948,10500.0,1,1,2,2,4,1,2005,1,1,4,1,1,3.0,1,4,4,1
6020,1999000,4,1,4,32.969640000000005,-117.17434,3,4,2487,9112.20456738244,1,1,2,2,6,2,1987,0,1,4,1,1,2.0,1,4,4,1
6021,1190000,4,1,4,32.989334,-117.086296,3,3,1760,9112.869643257733,1,1,3,3,5,2,2015,0,1,4,1,1,2.0,1,4,4,1
6022,1799000,4,1,4,32.931427,-117.07898,3,5,2927,5792.0,1,1,2,2,4,2,1970,0,1,4,1,1,2.0,1,4,4,1
6023,849000,4,1,4,33.00673,-117.06116000000002,2,2,1673,8000.0,1,1,3,3,6,2,1998,0,1,4,1,1,2.0,1,4,4,1
6025,1136000,4,1,4,32.83917,-117.10209,3,4,2040,7100.0,1,1,3,3,6,2,1987,0,1,4,1,1,2.0,1,4,4,1
6026,1140000,4,1,4,32.817409999999995,-117.16704,2,4,1869,6100.0,1,1,1,1,1,2,1973,0,1,4,1,1,2.0,1,4,4,1
6027,1999000,4,1,4,33.006264,-117.06928,4,4,3636,10143.0,1,1,2,2,4,1,1962,0,1,4,1,1,1.0,1,4,4,1
6028,1495000,4,1,4,32.765793,-117.0909,2,3,1632,11900.0000196,2,1,3,3,3,2,1986,0,1,4,1,1,2.0,1,4,4,1
6029,965000,4,1,4,32.76486,-117.085915,2,3,1156,5100.0,1,1,2,2,2,1,1952,1,1,4,1,1,1.0,1,4,4,1
6030,1999999,4,1,4,32.73553,-117.25001,1,2,1049,7000.0,1,1,2,2,4,2,1945,0,1,4,1,1,1.0,1,4,4,1
6031,250000,4,1,4,32.70217,-96.790794,2,4,1436,7566.371999999999,1,1,2,2,2,2,1923,1,1,4,1,1,1.0,12,4,4,12
6032,395000,4,0,4,32.85134,-96.67326,2,3,1232,7448.76,1,1,1,1,1,1,2014,1,1,4,1,1,1.0,12,4,4,12
6033,235000,4,0,4,32.708626,-96.8333,1,3,1132,7927.92,1,1,2,2,2,1,1953,1,1,4,1,1,1.0,12,4,4,12
6034,215000,4,0,4,32.774788,-96.74291,2,3,1227,5662.8,1,1,1,1,1,1,1950,1,1,4,1,1,1.0,12,4,4,12
6035,349000,6,0,6,32.703037,-96.80351,2,4,1908,8712.0,1,1,1,1,1,1,2022,1,1,6,1,1,1.0,12,6,6,12
6036,249000,6,0,6,32.704693,-96.791245,2,4,1300,5837.04,1,1,2,2,2,1,2022,1,1,6,1,1,1.0,12,6,6,12
6037,319000,4,0,4,32.628933,-96.94444,2,4,2161,7187.4,1,1,2,2,2,1,2022,1,1,4,1,1,1.0,12,4,4,12
6038,335000,4,0,4,32.70411,-96.78172,2,4,1530,6969.6,1,1,2,2,2,1,1978,1,1,4,1,1,1.0,12,4,4,12
6039,649000,4,0,4,32.969955,-96.79837,4,5,3455,9670.32,1,1,1,1,1,1,2018,1,1,4,1,1,1.0,12,4,4,12
6040,289900,4,0,4,32.75094,-96.75684,2,3,1765,5183.64,1,1,3,3,3,1,1982,1,1,4,1,1,2.0,12,4,4,12
6041,414000,4,0,4,32.751003000000004,-96.91367,3,4,2650,8799.12,1,1,1,1,1,1,2019,1,1,4,1,1,2.0,12,4,4,12
6042,319000,6,0,6,32.767734999999995,-96.66144,2,4,1752,14984.64,1,1,2,2,2,1,2022,1,1,6,1,1,2.0,12,6,6,12
6043,399000,4,0,4,32.766445000000004,-96.69449,3,5,1950,15289.56,1,1,1,1,1,1,1950,1,1,4,1,1,1.0,12,4,4,12
6044,250000,4,0,4,32.849983,-96.655205,2,3,1691,8407.08,1,1,2,2,2,1,1960,1,1,4,1,1,2.0,12,4,4,12
6045,329000,4,0,4,32.668613,-96.934746,2,4,1646,6316.2,1,1,2,2,2,1,1965,1,1,4,1,1,2.0,12,4,4,12
6046,169900,4,0,4,32.766994,-96.6596,2,3,1264,2744.28,1,1,2,2,2,1,1989,1,1,4,1,1,1.0,12,4,4,12
6047,324900,4,0,4,32.72582,-96.7106,2,3,1460,5837.04,1,1,2,1,2,1,1982,1,1,4,1,1,1.0,12,4,4,12
6048,279900,6,0,6,32.668186,-96.61732,2,4,1606,5009.4,1,1,1,2,1,1,2022,1,1,6,1,1,1.0,12,6,6,12
6049,240000,4,0,4,32.68431,-96.78047,2,3,1177,6664.68,1,1,2,2,2,1,2015,1,1,4,1,1,1.0,12,4,4,12
6051,550000,4,0,4,32.81722,-96.70348,2,3,1665,7927.92,1,1,2,2,2,1,1947,1,1,4,1,1,1.0,12,4,4,12
6052,299900,4,0,4,32.794403,-96.895645,2,4,2007,13677.84,1,1,2,1,2,1,1938,1,1,4,1,1,2.0,12,4,4,12
6053,154900,4,0,4,32.709053000000004,-96.795876,3,3,1374,7623.0,1,1,3,2,3,1,2002,1,1,4,1,1,2.0,12,4,4,12
6056,350000,6,0,6,32.682390000000005,-96.809364,4,4,5231,13852.08,1,1,1,1,1,1,2022,1,1,6,1,1,1.0,12,6,6,12
6058,360000,4,0,4,32.718876,-96.81901,2,4,2028,7492.32,1,1,1,1,1,1,1972,1,1,4,1,1,1.0,12,4,4,12
6059,199900,6,0,6,32.73959,-96.92359,2,3,1270,7492.32,1,1,2,2,2,1,2022,1,1,6,1,1,1.0,12,6,6,12
